ids,age,balance,day,duration,pdays,job,contact,education,marital,default,y
17667,51,0,29,204,-1,management,cellular,tertiary,married,yes,no
575,61,195,6,179,-1,retired,unknown,secondary,married,no,no
38757,37,91,18,8,-1,blue-collar,cellular,secondary,married,no,no
33691,37,0,21,146,-1,blue-collar,cellular,secondary,divorced,no,yes
37285,40,-378,13,541,295,services,cellular,secondary,married,no,no
15090,31,2336,17,224,-1,management,cellular,tertiary,single,no,no
31583,42,2249,3,362,136,entrepreneur,telephone,tertiary,married,no,no
40100,32,252,4,216,-1,management,cellular,tertiary,single,no,no
20127,39,13338,11,103,-1,housemaid,cellular,primary,married,no,no
9919,44,1012,9,440,-1,management,unknown,secondary,single,no,no
21118,48,141,14,208,-1,management,cellular,secondary,married,no,no
12273,48,2288,24,114,-1,blue-collar,unknown,secondary,single,no,no
29109,27,1411,2,92,-1,student,cellular,secondary,single,no,no
7429,38,522,29,347,-1,blue-collar,unknown,secondary,single,no,no
10238,32,2,11,354,-1,technician,unknown,secondary,divorced,no,no
15976,52,0,22,150,-1,self-employed,cellular,secondary,married,no,no
13165,41,120,8,489,-1,admin.,cellular,secondary,married,no,no
18444,46,1,31,43,-1,unemployed,cellular,primary,married,no,no
10940,32,914,17,236,-1,services,unknown,secondary,single,no,no
34020,30,4684,30,268,-1,technician,cellular,secondary,single,no,yes
18725,59,2194,31,16,-1,retired,telephone,tertiary,married,no,no
19898,31,2744,8,309,-1,technician,cellular,tertiary,single,no,no
41188,63,0,20,110,-1,retired,cellular,primary,married,no,no
28538,30,840,29,163,-1,services,cellular,unknown,married,no,no
22144,45,1251,21,126,-1,blue-collar,cellular,primary,married,no,no
11155,43,62,18,67,-1,services,unknown,secondary,divorced,no,no
10249,43,59,11,107,-1,technician,unknown,secondary,single,no,no
30181,36,277,5,239,-1,blue-collar,cellular,primary,married,no,no
28245,52,1724,29,73,-1,unemployed,cellular,primary,married,no,no
32648,33,3975,17,515,150,blue-collar,cellular,secondary,single,no,no
35895,44,293,8,345,358,technician,cellular,secondary,single,no,no
8343,28,5149,2,232,-1,blue-collar,unknown,secondary,single,no,no
3920,50,567,16,274,-1,management,unknown,tertiary,single,no,no
19402,35,-116,6,339,-1,technician,cellular,secondary,married,no,no
22714,60,0,25,101,-1,retired,cellular,tertiary,married,no,no
34681,35,1286,5,862,337,admin.,cellular,secondary,married,no,yes
13923,32,264,10,71,-1,services,cellular,secondary,divorced,no,no
1231,27,181,8,231,-1,admin.,unknown,secondary,single,no,no
11480,53,2774,19,193,-1,services,unknown,secondary,married,no,no
10547,42,167,16,119,-1,services,unknown,secondary,divorced,no,no
21817,50,452,20,181,-1,blue-collar,cellular,unknown,married,no,no
2155,29,11,12,214,-1,entrepreneur,unknown,tertiary,single,no,no
40149,37,4321,5,657,-1,blue-collar,cellular,secondary,married,no,yes
21554,46,687,19,125,-1,blue-collar,cellular,primary,married,no,no
30409,33,406,5,61,275,services,cellular,secondary,single,no,no
5185,56,3784,21,672,-1,admin.,unknown,secondary,married,no,no
13879,34,580,10,380,-1,management,cellular,tertiary,married,no,no
44742,64,2799,9,378,-1,unknown,telephone,unknown,married,no,no
33040,23,0,17,171,-1,admin.,cellular,secondary,single,no,no
33038,32,1504,17,131,-1,blue-collar,cellular,primary,married,no,no
42834,45,547,2,577,-1,management,cellular,tertiary,married,no,yes
33462,39,1035,20,436,-1,management,cellular,secondary,married,no,no
6679,35,1453,28,199,-1,services,unknown,secondary,married,no,no
39823,52,-528,1,1144,-1,admin.,cellular,secondary,single,no,yes
20800,51,0,13,88,-1,unknown,cellular,secondary,married,no,no
36860,39,0,12,106,-1,technician,cellular,unknown,married,no,no
24734,40,1777,18,81,-1,management,cellular,tertiary,married,no,no
25629,39,800,19,76,-1,blue-collar,cellular,primary,married,no,no
41587,50,1612,15,188,92,management,cellular,tertiary,married,no,no
889,47,447,7,126,-1,management,unknown,tertiary,divorced,no,no
28435,26,155,29,291,244,blue-collar,cellular,primary,single,no,no
29856,48,320,4,118,-1,blue-collar,cellular,secondary,married,no,no
23020,33,0,26,126,-1,management,cellular,tertiary,married,no,no
17296,35,289,28,48,-1,admin.,cellular,secondary,single,no,no
44068,32,4024,2,150,-1,self-employed,cellular,tertiary,single,no,no
34380,41,4047,4,14,75,technician,cellular,secondary,divorced,no,no
1056,44,-171,7,441,-1,blue-collar,unknown,primary,married,no,no
39966,29,3846,3,313,-1,management,cellular,tertiary,single,no,yes
20462,52,0,12,106,-1,management,cellular,tertiary,married,no,no
35211,43,24,7,183,357,admin.,cellular,secondary,married,no,no
15128,39,282,17,243,-1,services,cellular,secondary,divorced,no,no
3979,43,329,16,218,-1,admin.,unknown,tertiary,single,no,no
27373,56,2811,21,150,-1,management,cellular,secondary,married,no,no
21332,49,1798,18,209,-1,blue-collar,telephone,primary,married,no,no
22894,49,272,25,146,-1,admin.,telephone,secondary,married,no,no
2187,30,290,12,446,-1,services,unknown,secondary,single,no,no
27383,31,1565,21,290,-1,blue-collar,cellular,secondary,single,no,no
5818,47,2070,26,136,-1,services,unknown,secondary,married,no,no
1730,43,443,9,219,-1,management,unknown,tertiary,divorced,no,no
14448,53,-162,14,81,-1,blue-collar,cellular,secondary,married,no,no
2132,55,276,12,486,-1,technician,unknown,secondary,married,no,no
21606,41,712,19,409,-1,technician,cellular,secondary,married,no,no
9845,53,2096,9,104,-1,management,unknown,primary,married,no,no
9080,37,641,5,42,-1,admin.,unknown,secondary,married,no,no
42638,32,1962,13,130,-1,management,cellular,tertiary,single,no,no
38751,22,250,18,117,-1,services,cellular,secondary,single,no,no
15463,41,4824,18,168,-1,management,cellular,tertiary,married,no,no
33978,57,478,30,70,84,retired,cellular,tertiary,married,no,no
35931,27,3,8,346,-1,admin.,cellular,secondary,single,no,no
30876,49,3103,9,26,-1,blue-collar,cellular,primary,married,no,no
44824,28,127,16,1334,-1,admin.,cellular,secondary,single,no,yes
9768,45,4289,9,400,-1,blue-collar,unknown,primary,single,no,no
10531,44,6553,16,195,-1,self-employed,unknown,secondary,married,no,no
11775,54,1463,20,60,-1,self-employed,unknown,primary,married,no,no
15433,49,169,18,141,-1,management,cellular,tertiary,divorced,no,no
21033,37,4332,14,213,-1,management,cellular,tertiary,married,no,no
10420,44,677,12,130,-1,management,unknown,tertiary,married,no,no
32499,41,442,17,261,322,technician,cellular,secondary,married,no,no
29093,58,580,2,161,5,admin.,telephone,secondary,married,no,no
38264,57,-967,15,8,-1,admin.,telephone,secondary,married,no,no
26853,36,3202,20,690,183,blue-collar,cellular,primary,divorced,no,no
7587,52,2909,30,110,-1,management,unknown,tertiary,divorced,no,no
13831,41,5517,10,584,-1,blue-collar,cellular,secondary,married,no,yes
28016,30,117,28,135,-1,services,cellular,secondary,single,no,no
3928,56,1297,16,180,-1,entrepreneur,unknown,tertiary,married,no,no
42117,59,4412,2,162,-1,management,cellular,secondary,married,no,yes
2130,41,304,12,1147,-1,self-employed,unknown,secondary,married,no,no
17524,56,6114,29,168,-1,retired,telephone,secondary,married,no,no
24739,40,3059,18,41,182,self-employed,cellular,tertiary,married,no,no
24625,47,0,17,124,-1,management,cellular,secondary,married,no,no
23052,44,608,26,128,-1,technician,cellular,secondary,married,no,no
1126,46,1571,7,489,-1,technician,unknown,secondary,married,no,no
40847,33,312,11,271,369,management,cellular,tertiary,single,no,no
28811,36,317,30,198,266,technician,cellular,secondary,single,no,no
4067,45,1124,19,37,-1,blue-collar,unknown,secondary,married,no,no
25008,53,800,18,90,-1,management,cellular,tertiary,married,no,no
14619,34,-109,15,860,-1,blue-collar,cellular,primary,single,no,yes
31446,27,831,30,1081,-1,management,cellular,tertiary,single,no,yes
22765,55,43074,25,92,-1,management,cellular,tertiary,single,no,no
857,38,208,7,800,-1,services,unknown,secondary,married,no,no
25699,33,201,19,171,183,management,cellular,tertiary,single,no,no
8563,26,-488,3,320,-1,technician,unknown,tertiary,married,no,no
38579,45,-1621,15,8,346,services,cellular,secondary,married,no,no
36256,39,-106,11,1114,-1,housemaid,cellular,primary,married,no,no
26106,49,0,19,99,-1,management,cellular,unknown,married,no,no
8988,47,0,5,124,-1,entrepreneur,unknown,tertiary,divorced,no,no
8088,30,4,2,34,-1,blue-collar,unknown,primary,married,no,no
10412,56,133,12,322,-1,retired,unknown,primary,married,no,no
6444,27,186,27,136,-1,admin.,unknown,secondary,married,no,no
16098,50,2013,22,226,-1,blue-collar,cellular,secondary,married,no,no
29274,57,123,2,154,-1,management,cellular,secondary,married,no,no
7844,37,461,30,272,-1,blue-collar,unknown,primary,married,no,no
2936,49,0,14,151,-1,blue-collar,unknown,primary,married,no,no
20684,56,1167,12,465,-1,admin.,cellular,unknown,married,no,no
22888,31,23,25,121,-1,technician,cellular,tertiary,single,no,no
17756,59,4295,29,129,-1,services,telephone,primary,married,no,no
24024,37,0,29,17,-1,housemaid,cellular,primary,married,no,no
39556,29,923,26,333,-1,unknown,cellular,secondary,single,no,no
14775,52,-888,16,135,-1,services,cellular,secondary,married,no,no
18356,36,462,31,474,-1,blue-collar,cellular,secondary,married,no,no
9649,56,660,6,72,-1,unemployed,unknown,secondary,married,no,no
39834,50,0,1,113,-1,technician,cellular,secondary,divorced,no,no
24798,44,2126,18,166,-1,technician,cellular,secondary,married,no,no
31337,47,238,13,3076,-1,blue-collar,cellular,secondary,married,no,yes
27794,43,344,28,282,238,management,cellular,tertiary,married,no,no
4320,57,8195,19,160,-1,blue-collar,unknown,secondary,married,no,no
24420,55,4230,17,163,-1,retired,cellular,secondary,married,no,no
24863,32,53,18,276,195,blue-collar,cellular,secondary,single,no,no
5880,59,217,26,574,-1,retired,unknown,primary,divorced,no,no
37335,36,1,13,131,-1,management,cellular,tertiary,single,no,no
42223,28,3,11,135,148,student,cellular,tertiary,single,no,no
42615,29,14,12,106,105,admin.,cellular,tertiary,single,no,no
871,31,299,7,492,-1,admin.,unknown,secondary,single,no,no
32320,38,1576,16,144,328,blue-collar,cellular,primary,married,no,no
45028,60,514,15,187,213,retired,cellular,secondary,divorced,no,yes
25579,49,6613,19,106,155,management,cellular,tertiary,married,no,no
28173,46,521,29,246,226,blue-collar,cellular,secondary,married,no,no
42194,67,405,10,344,95,management,cellular,tertiary,married,no,yes
1455,27,417,8,237,-1,blue-collar,unknown,tertiary,married,no,no
14537,60,0,15,94,-1,retired,cellular,secondary,married,no,no
37246,53,8892,13,177,174,admin.,cellular,secondary,married,no,no
35648,37,120,8,80,358,blue-collar,cellular,primary,married,no,no
34517,37,658,5,838,-1,management,cellular,tertiary,married,no,yes
16207,27,148,22,174,-1,management,cellular,tertiary,divorced,no,no
33898,33,158,30,169,83,management,cellular,tertiary,married,no,no
20468,35,362,12,95,-1,management,cellular,tertiary,married,no,no
24306,52,2063,17,114,-1,management,cellular,tertiary,married,no,no
38174,57,334,15,169,365,management,cellular,tertiary,married,no,no
35615,26,518,7,189,-1,technician,cellular,secondary,married,no,no
30961,31,43,9,297,-1,management,cellular,tertiary,single,no,no
12772,44,182,7,209,-1,services,cellular,secondary,married,no,no
27593,45,133,21,358,-1,services,cellular,secondary,married,no,no
41086,41,220,14,142,88,admin.,cellular,secondary,divorced,no,no
3672,32,75,16,129,-1,technician,unknown,secondary,divorced,no,no
7532,37,949,30,149,-1,blue-collar,unknown,primary,married,no,no
4213,27,220,19,480,-1,entrepreneur,unknown,secondary,married,no,no
33229,29,-19,20,712,-1,blue-collar,cellular,secondary,divorced,no,yes
14587,51,146,15,132,-1,self-employed,cellular,tertiary,married,no,no
32826,42,1545,17,426,323,services,cellular,secondary,married,no,no
44104,29,1992,8,202,87,admin.,cellular,secondary,single,no,no
21622,36,0,19,120,-1,technician,cellular,secondary,married,no,no
27834,49,613,28,301,-1,management,cellular,secondary,divorced,no,no
31985,42,2103,13,384,-1,blue-collar,cellular,primary,married,no,yes
6607,39,1427,28,454,-1,technician,unknown,secondary,married,no,no
6529,28,10865,27,350,-1,technician,unknown,secondary,single,no,no
3505,55,72,15,384,-1,services,unknown,secondary,divorced,no,no
28583,27,102,29,123,-1,admin.,cellular,secondary,married,no,no
22413,46,447,22,314,-1,technician,cellular,secondary,divorced,no,no
24861,57,1509,18,509,-1,admin.,cellular,secondary,married,no,no
38728,32,6542,15,1598,175,management,cellular,tertiary,single,no,yes
20687,33,2695,12,711,-1,management,cellular,tertiary,divorced,no,no
35770,50,-287,8,92,347,technician,cellular,unknown,married,no,no
28060,34,239,28,699,-1,services,cellular,tertiary,single,no,no
4847,34,0,21,872,-1,services,unknown,secondary,married,no,no
11411,44,11972,19,127,-1,management,unknown,secondary,married,no,no
32902,33,-124,17,150,325,services,cellular,secondary,married,no,no
5261,37,6714,23,90,-1,technician,unknown,secondary,single,no,no
15059,42,5639,17,430,-1,blue-collar,cellular,secondary,married,no,no
43780,33,152,25,202,365,services,cellular,secondary,single,no,yes
41725,34,484,8,90,-1,blue-collar,cellular,unknown,single,no,no
10466,27,806,16,768,-1,technician,unknown,secondary,married,no,no
21008,57,663,14,107,-1,retired,cellular,secondary,married,no,no
11076,46,865,17,117,-1,retired,unknown,secondary,divorced,no,no
31831,21,423,8,104,-1,student,cellular,primary,single,no,yes
1466,31,68,8,226,-1,blue-collar,unknown,primary,married,no,no
5743,29,340,26,297,-1,services,unknown,secondary,married,no,no
15641,33,78,21,856,-1,management,cellular,tertiary,married,no,no
4339,43,1147,19,112,-1,blue-collar,unknown,primary,married,no,no
37256,47,-287,13,201,348,blue-collar,cellular,primary,married,no,no
30990,42,1285,9,21,252,management,cellular,tertiary,single,no,no
28804,41,0,30,81,-1,unemployed,cellular,tertiary,married,no,no
26774,45,5461,20,841,-1,blue-collar,cellular,primary,married,no,yes
43042,45,226,15,91,185,management,cellular,tertiary,married,no,yes
22323,41,15449,22,136,-1,management,cellular,tertiary,married,no,no
35918,36,251,8,91,-1,technician,cellular,tertiary,single,no,no
36007,42,714,8,211,358,services,cellular,secondary,married,no,no
19603,38,112,7,266,-1,management,cellular,tertiary,divorced,no,no
37171,32,681,13,589,-1,blue-collar,cellular,secondary,single,no,no
37148,32,1503,13,44,278,technician,cellular,tertiary,married,no,no
3660,51,22,16,336,-1,blue-collar,unknown,secondary,married,no,no
38469,33,1,15,67,178,blue-collar,cellular,secondary,married,no,no
8553,39,203,3,143,-1,blue-collar,unknown,secondary,married,no,no
37139,35,323,13,46,-1,blue-collar,cellular,secondary,married,no,no
4352,25,316,19,360,-1,blue-collar,unknown,secondary,married,no,no
30617,31,12857,6,158,92,management,cellular,tertiary,single,no,yes
38544,28,41,15,885,352,management,cellular,tertiary,single,no,yes
17589,46,564,29,124,-1,blue-collar,cellular,primary,married,no,no
22807,34,43,25,198,-1,housemaid,cellular,tertiary,single,no,no
33460,33,6807,20,163,-1,management,cellular,tertiary,single,no,yes
3771,39,385,16,225,-1,blue-collar,unknown,primary,married,no,no
25007,57,649,18,122,-1,blue-collar,cellular,secondary,married,no,no
29225,31,630,2,70,-1,management,cellular,tertiary,single,no,no
41814,62,4692,15,73,-1,retired,cellular,tertiary,married,no,no
23552,31,23,28,322,-1,admin.,cellular,secondary,married,no,no
16722,30,2702,24,129,-1,admin.,cellular,secondary,single,no,no
4589,39,75,20,332,-1,housemaid,unknown,tertiary,married,no,no
37712,29,21,14,107,371,management,cellular,tertiary,single,no,no
4594,38,290,20,369,-1,self-employed,unknown,secondary,married,no,no
45158,34,2321,9,600,99,student,cellular,unknown,single,no,no
22791,30,3418,25,211,-1,technician,cellular,tertiary,married,no,no
40024,27,1,3,42,-1,admin.,cellular,secondary,single,no,no
28095,31,1709,28,944,-1,services,telephone,secondary,single,no,yes
23053,37,9,26,484,-1,management,cellular,tertiary,single,no,no
23723,31,182,28,52,-1,technician,cellular,secondary,single,no,no
17077,36,475,25,141,-1,entrepreneur,cellular,secondary,single,no,no
14678,48,3064,15,159,-1,admin.,telephone,secondary,married,no,no
19740,30,0,7,82,-1,technician,cellular,secondary,single,no,no
17505,34,156,29,393,-1,blue-collar,cellular,secondary,married,no,no
7706,45,820,30,145,-1,admin.,unknown,secondary,married,no,no
29846,31,168,4,193,-1,self-employed,cellular,tertiary,married,no,yes
43649,37,2283,6,243,98,management,cellular,tertiary,married,no,yes
24338,54,7089,17,40,-1,admin.,telephone,secondary,divorced,no,no
6268,54,-288,27,138,-1,admin.,unknown,secondary,divorced,no,no
125,33,105,5,262,-1,technician,unknown,secondary,single,no,no
33279,41,1522,20,377,341,blue-collar,cellular,secondary,married,no,no
11433,36,47,19,159,-1,management,unknown,secondary,divorced,no,no
19678,52,-803,7,131,-1,management,cellular,tertiary,divorced,no,no
34501,31,271,5,269,-1,technician,cellular,secondary,single,no,no
24130,37,1970,5,253,-1,services,telephone,secondary,married,no,yes
41898,39,1802,20,92,336,management,cellular,tertiary,married,no,no
12377,58,65,27,162,-1,services,unknown,primary,married,no,no
9287,57,0,5,58,-1,technician,unknown,primary,married,no,no
1626,34,627,9,117,-1,services,unknown,secondary,married,no,no
3499,43,4520,15,100,-1,blue-collar,unknown,secondary,married,no,no
9520,38,3598,6,154,-1,blue-collar,unknown,secondary,married,no,no
28011,50,1458,28,92,-1,management,cellular,primary,married,no,no
8655,31,205,3,342,-1,technician,unknown,secondary,single,no,no
43210,58,11494,4,220,-1,housemaid,telephone,secondary,single,no,no
45069,52,371,21,453,183,technician,cellular,secondary,married,no,yes
8875,39,518,4,608,-1,blue-collar,unknown,secondary,married,no,no
5484,38,630,23,201,-1,blue-collar,unknown,primary,married,no,no
10359,44,1590,12,349,-1,unemployed,unknown,secondary,married,no,no
42595,45,891,7,118,-1,unemployed,unknown,secondary,married,no,yes
20096,46,6086,11,210,-1,technician,cellular,secondary,married,no,no
8954,43,350,4,128,-1,management,unknown,tertiary,divorced,no,no
11127,51,9,18,371,-1,services,unknown,secondary,divorced,no,yes
27158,39,2822,21,573,-1,unknown,cellular,unknown,single,no,no
26414,47,-744,20,1256,-1,technician,cellular,tertiary,married,no,no
33781,39,722,23,141,-1,admin.,telephone,tertiary,married,no,no
38509,26,255,15,401,-1,entrepreneur,cellular,tertiary,single,no,no
18292,30,47,31,11,-1,management,cellular,tertiary,single,no,no
16654,45,1670,24,171,-1,blue-collar,cellular,primary,married,no,no
2147,39,496,12,788,-1,admin.,unknown,secondary,single,no,no
6647,26,755,28,61,-1,blue-collar,unknown,primary,married,no,no
9621,60,130,6,151,-1,management,unknown,secondary,married,no,no
32736,35,397,17,594,-1,management,cellular,tertiary,single,no,yes
2580,25,54,13,318,-1,services,unknown,secondary,single,no,no
37483,36,2040,13,125,-1,blue-collar,cellular,primary,married,no,no
19438,52,1815,6,131,-1,technician,cellular,secondary,married,no,no
32799,45,2348,17,492,148,blue-collar,cellular,primary,married,no,no
14745,37,6014,15,163,-1,management,cellular,tertiary,married,no,no
23993,52,627,29,174,-1,services,cellular,secondary,married,no,no
10762,56,1046,17,329,-1,blue-collar,unknown,primary,married,no,no
33113,29,1238,20,478,341,blue-collar,cellular,secondary,married,no,no
20543,52,273,12,128,-1,blue-collar,cellular,primary,married,no,no
41327,32,937,28,90,94,management,cellular,tertiary,married,no,no
117,33,-67,5,364,-1,management,unknown,tertiary,single,no,no
19873,38,179,8,317,-1,management,unknown,tertiary,married,no,yes
23219,59,0,27,76,-1,housemaid,cellular,primary,married,no,no
44585,61,681,19,173,492,blue-collar,telephone,secondary,married,no,no
42262,64,2031,13,202,-1,retired,cellular,secondary,married,no,no
9463,46,2899,6,40,-1,self-employed,unknown,secondary,single,no,no
34108,30,776,30,861,-1,technician,cellular,secondary,married,no,yes
4093,40,1380,19,127,-1,admin.,unknown,secondary,married,no,no
6346,56,-154,27,127,-1,retired,unknown,primary,divorced,no,no
3742,30,67,16,149,-1,admin.,unknown,secondary,married,no,no
35141,36,975,7,186,295,blue-collar,cellular,secondary,married,no,no
38785,32,36,18,116,-1,blue-collar,cellular,secondary,married,no,no
11896,35,273,20,28,-1,self-employed,unknown,secondary,married,no,no
29565,26,-168,3,246,-1,technician,cellular,secondary,single,no,no
2203,36,-475,12,793,-1,technician,unknown,secondary,single,no,no
31423,35,122,27,277,-1,technician,cellular,tertiary,married,no,no
8368,43,-872,3,267,-1,blue-collar,unknown,primary,married,no,no
21001,35,1189,14,92,-1,management,cellular,secondary,single,no,no
1729,32,123,9,278,-1,self-employed,unknown,secondary,single,no,no
41865,61,0,16,136,-1,management,cellular,tertiary,married,no,yes
7191,45,3354,29,746,-1,unemployed,unknown,secondary,divorced,no,yes
28468,51,723,29,51,-1,housemaid,cellular,primary,single,no,no
31819,33,318,8,1190,141,management,cellular,tertiary,single,no,yes
21516,48,0,19,215,-1,technician,cellular,secondary,married,no,no
26112,44,6491,19,126,174,blue-collar,cellular,secondary,married,no,no
44846,41,1819,22,397,371,technician,cellular,secondary,married,no,yes
41483,31,155,8,214,99,management,cellular,tertiary,married,no,no
15500,33,272,18,166,-1,technician,cellular,secondary,married,no,no
24922,34,1494,18,596,182,management,cellular,tertiary,single,no,yes
24402,32,4344,17,79,118,admin.,cellular,secondary,single,no,no
15618,46,399,21,156,-1,technician,cellular,secondary,married,no,no
2639,44,1340,13,244,-1,blue-collar,unknown,secondary,married,no,no
17372,59,-361,28,247,-1,blue-collar,cellular,secondary,divorced,no,no
12552,50,-221,3,90,-1,admin.,unknown,secondary,married,no,no
36280,58,3867,11,159,364,unemployed,telephone,secondary,married,no,no
20497,41,557,12,148,-1,management,cellular,tertiary,married,no,no
27247,55,319,21,124,-1,admin.,cellular,primary,married,no,no
34379,27,88,4,143,-1,management,cellular,tertiary,single,no,no
26658,39,966,20,186,-1,entrepreneur,cellular,tertiary,divorced,no,no
8050,31,8,2,123,-1,unemployed,unknown,secondary,single,no,no
23620,58,7881,28,507,-1,housemaid,cellular,primary,married,no,no
42828,60,3401,2,121,95,management,cellular,tertiary,married,no,no
38125,30,872,15,61,298,management,cellular,tertiary,single,no,no
17484,31,0,28,243,-1,services,cellular,secondary,single,no,no
19514,52,635,7,228,-1,admin.,cellular,unknown,married,no,no
11653,36,2562,20,489,-1,unemployed,unknown,primary,single,no,no
9409,41,406,6,272,-1,entrepreneur,unknown,primary,married,no,no
3537,54,-219,15,276,-1,blue-collar,unknown,primary,married,no,no
5226,54,462,23,260,-1,blue-collar,unknown,secondary,divorced,no,no
20531,49,350,12,238,-1,management,cellular,tertiary,married,no,no
2524,42,5,13,853,-1,self-employed,unknown,tertiary,married,no,no
18151,39,3972,30,122,-1,self-employed,cellular,tertiary,single,no,no
25839,37,253,19,59,153,blue-collar,cellular,primary,married,no,no
27766,30,188,28,66,-1,management,cellular,tertiary,single,no,no
2983,45,1410,14,44,-1,entrepreneur,unknown,tertiary,single,no,no
9470,47,673,6,118,-1,blue-collar,unknown,primary,married,no,no
15806,44,1037,21,319,-1,housemaid,cellular,primary,married,no,no
39173,30,1336,18,13,355,services,cellular,secondary,divorced,no,no
39015,30,1922,18,546,-1,technician,cellular,tertiary,single,no,no
9643,28,596,6,151,-1,admin.,unknown,secondary,single,no,no
34165,32,1246,30,509,85,technician,cellular,tertiary,single,no,yes
42128,37,238,3,149,-1,management,cellular,tertiary,married,no,yes
40393,22,466,30,377,-1,student,cellular,unknown,single,no,yes
43224,30,201,5,116,186,blue-collar,cellular,primary,married,no,no
28708,34,1301,30,196,189,technician,cellular,secondary,divorced,no,no
28259,35,1385,29,331,-1,services,cellular,secondary,married,no,no
42941,45,1206,8,309,446,admin.,telephone,secondary,married,no,yes
6987,52,-211,28,153,-1,blue-collar,unknown,primary,married,no,no
31394,46,11385,24,269,-1,management,cellular,tertiary,married,no,yes
18800,46,259,31,652,-1,blue-collar,cellular,primary,single,no,no
14933,40,394,16,60,-1,management,cellular,secondary,married,no,no
25876,51,5610,19,69,-1,services,cellular,secondary,single,no,no
17626,39,2381,29,91,-1,services,cellular,secondary,married,no,no
913,34,627,7,283,-1,admin.,unknown,secondary,divorced,no,no
17559,58,1517,29,7,-1,management,telephone,tertiary,married,no,no
27966,60,1369,28,100,-1,retired,cellular,primary,married,no,no
29829,43,553,4,125,-1,unemployed,telephone,secondary,married,no,no
29676,48,460,3,91,264,management,cellular,tertiary,single,no,no
36676,49,425,12,816,342,technician,cellular,secondary,married,no,no
38852,26,384,18,16,364,blue-collar,cellular,secondary,single,no,no
18404,50,2554,31,51,-1,blue-collar,cellular,primary,divorced,no,no
6888,24,327,28,333,-1,blue-collar,unknown,secondary,single,no,no
5787,37,-476,26,149,-1,unemployed,unknown,secondary,married,no,no
24730,42,981,17,276,-1,management,cellular,tertiary,married,no,no
17245,43,-399,28,662,-1,blue-collar,cellular,primary,single,no,yes
9840,60,1190,9,166,-1,housemaid,unknown,primary,divorced,no,no
8194,48,749,2,56,-1,admin.,unknown,secondary,married,no,no
27557,36,396,21,64,100,management,cellular,tertiary,married,no,no
25605,44,4411,19,85,-1,self-employed,cellular,tertiary,married,no,no
34765,39,4917,6,26,-1,admin.,cellular,secondary,single,no,no
2434,57,0,13,44,-1,technician,unknown,secondary,married,no,no
4078,48,522,19,71,-1,technician,unknown,secondary,married,no,no
3973,32,192,16,303,-1,technician,unknown,tertiary,single,no,no
11591,50,3374,19,27,-1,services,unknown,secondary,married,no,no
27568,31,2085,21,639,93,management,cellular,tertiary,single,no,no
35122,46,747,6,22,-1,technician,telephone,secondary,single,no,no
7786,53,-601,30,509,-1,management,unknown,tertiary,married,no,no
20265,57,856,11,194,-1,blue-collar,cellular,primary,married,no,no
32116,30,4,15,692,-1,blue-collar,cellular,secondary,single,no,no
12228,35,306,20,12,-1,blue-collar,unknown,secondary,married,no,no
2854,31,0,14,298,-1,management,unknown,tertiary,married,no,no
13526,34,0,9,628,-1,technician,cellular,secondary,married,no,no
18031,53,1389,30,34,-1,technician,telephone,secondary,married,no,no
234,55,627,5,247,-1,blue-collar,unknown,primary,married,no,no
42222,20,801,11,244,-1,student,cellular,unknown,single,no,yes
11424,44,7177,19,89,-1,management,unknown,tertiary,married,no,no
6357,33,0,27,277,-1,management,unknown,tertiary,single,no,no
2551,53,-689,13,242,-1,management,unknown,secondary,married,yes,no
22248,37,21,21,50,-1,management,cellular,tertiary,married,no,no
35732,57,6005,8,704,323,admin.,cellular,secondary,married,no,yes
2708,33,221,13,122,-1,blue-collar,unknown,tertiary,married,no,no
40119,46,974,5,174,80,admin.,cellular,secondary,married,no,yes
23603,42,3,28,11,-1,technician,cellular,secondary,married,no,no
8289,42,4,2,229,-1,blue-collar,unknown,secondary,married,no,no
40279,26,1595,15,155,105,admin.,cellular,secondary,married,no,yes
19039,46,648,5,281,-1,technician,cellular,secondary,divorced,no,no
6486,26,557,27,282,-1,blue-collar,unknown,secondary,married,no,no
25556,37,50,19,244,154,services,cellular,secondary,single,no,no
27359,59,261,21,124,-1,management,cellular,tertiary,married,no,no
10088,35,234,11,88,-1,blue-collar,unknown,primary,married,no,no
15293,60,0,18,91,-1,retired,cellular,secondary,divorced,no,no
9757,45,261,9,123,-1,retired,unknown,primary,divorced,no,no
5319,42,2557,23,28,-1,services,unknown,primary,married,no,no
6726,29,80,28,678,-1,blue-collar,unknown,primary,single,no,no
8507,31,2104,3,455,-1,admin.,unknown,secondary,single,no,no
35203,56,471,7,104,342,blue-collar,cellular,secondary,married,no,no
42272,75,2199,13,137,-1,retired,telephone,secondary,divorced,no,no
15778,57,4,21,50,-1,retired,cellular,primary,married,no,no
38373,32,2,15,16,309,blue-collar,cellular,secondary,married,no,no
18933,60,7337,4,122,-1,unknown,cellular,unknown,married,no,no
41600,71,0,16,246,-1,retired,cellular,primary,married,no,no
10687,49,2005,16,81,-1,management,unknown,tertiary,married,no,no
37202,26,8,13,167,-1,blue-collar,cellular,secondary,single,no,no
26423,57,1888,20,80,-1,entrepreneur,cellular,secondary,married,no,no
30577,42,1397,6,135,-1,technician,cellular,tertiary,married,no,no
