ids,age,balance,day,duration,pdays,job,contact,marital,default,y
39006,32,55,18,185,-1,technician,cellular,single,no,no
27871,38,275,28,52,-1,technician,cellular,single,no,no
10508,38,1627,16,1323,-1,blue-collar,unknown,married,no,yes
15524,32,205,18,197,-1,admin.,cellular,married,no,no
15638,35,103,21,304,-1,technician,cellular,divorced,no,no
386,57,345,6,125,-1,technician,unknown,married,no,no
17646,32,342,29,146,-1,technician,cellular,married,no,no
16398,59,0,23,256,-1,self-employed,cellular,married,no,no
38433,32,2198,15,463,175,blue-collar,cellular,married,no,no
15988,35,8,22,56,-1,management,cellular,married,yes,no
18913,51,1121,4,824,-1,blue-collar,cellular,married,no,no
27807,29,187,28,299,-1,admin.,cellular,single,no,no
14083,37,407,11,141,-1,technician,cellular,married,no,no
38382,47,14,15,142,-1,self-employed,cellular,married,no,no
25261,46,1267,18,187,-1,management,cellular,married,no,no
884,37,45,7,204,-1,management,unknown,single,yes,no
35588,38,563,7,251,-1,services,cellular,married,no,no
13438,59,133,9,206,-1,management,cellular,divorced,no,no
4200,31,754,19,1022,-1,blue-collar,unknown,married,no,yes
44770,37,1189,13,323,199,services,cellular,single,no,yes
43018,34,417,12,155,149,management,cellular,single,no,no
19389,50,75,6,101,-1,technician,cellular,divorced,no,no
40985,39,1301,13,233,-1,management,cellular,married,no,no
1569,41,-417,8,51,-1,management,unknown,married,no,no
18525,53,3366,31,128,-1,management,cellular,married,no,no
2889,25,777,14,351,-1,technician,unknown,single,no,no
17594,26,84,29,70,-1,technician,cellular,single,no,no
22702,42,343,25,87,-1,technician,cellular,divorced,no,no
30659,27,0,6,161,-1,technician,cellular,single,no,no
15333,44,427,18,151,-1,blue-collar,cellular,divorced,no,no
42823,40,275,1,196,-1,blue-collar,cellular,married,no,no
10843,44,460,17,491,-1,housemaid,unknown,married,no,no
33881,38,0,30,571,-1,management,cellular,married,no,yes
277,49,47,5,234,-1,services,unknown,married,no,no
33062,37,1127,17,72,281,blue-collar,cellular,single,no,no
20734,35,-180,13,823,-1,technician,cellular,married,no,yes
20716,38,4723,13,187,-1,technician,cellular,single,no,no
10282,49,142,12,90,-1,unknown,unknown,married,no,no
1663,31,0,9,327,-1,housemaid,unknown,married,no,no
30946,40,201,9,25,-1,entrepreneur,cellular,divorced,no,no
31965,43,59,13,157,-1,blue-collar,cellular,divorced,no,no
18574,41,-1176,31,81,-1,management,cellular,married,yes,no
33399,25,184,20,401,-1,technician,cellular,single,no,no
1279,35,797,8,81,-1,management,unknown,single,no,no
44115,32,491,9,474,-1,technician,cellular,single,no,yes
11871,56,954,20,81,-1,housemaid,unknown,married,no,no
5631,31,92,23,98,-1,blue-collar,unknown,married,no,no
44994,27,279,12,323,-1,student,cellular,single,no,yes
28634,35,297,29,251,265,blue-collar,cellular,single,no,no
21258,46,5,18,71,-1,blue-collar,cellular,married,no,no
19627,48,1791,7,63,-1,blue-collar,cellular,married,no,no
34395,60,5041,4,8,181,management,cellular,married,no,no
27189,39,458,21,744,-1,admin.,cellular,divorced,no,no
32075,33,867,14,247,-1,admin.,cellular,single,no,no
26569,39,2450,20,382,-1,management,cellular,married,no,no
3664,60,773,16,597,-1,management,unknown,divorced,no,no
17404,26,179,28,333,-1,services,cellular,single,no,no
18890,46,0,4,343,-1,unknown,cellular,married,no,no
829,34,872,7,105,-1,management,unknown,single,no,no
31924,30,2544,9,152,-1,management,cellular,single,no,yes
11875,47,-57,20,93,-1,admin.,unknown,married,yes,no
21977,32,116,20,718,-1,technician,cellular,single,no,yes
5474,32,221,23,224,-1,technician,unknown,married,no,no
41056,36,1506,14,326,-1,management,cellular,married,no,yes
16922,31,430,25,137,-1,management,cellular,married,no,no
24372,49,6493,17,180,-1,management,telephone,married,no,no
34592,40,617,5,257,-1,blue-collar,cellular,married,no,no
35540,32,3014,7,291,-1,blue-collar,cellular,single,no,no
23547,32,0,28,15,-1,management,cellular,married,no,no
22898,34,94,25,45,-1,management,cellular,single,no,no
39077,27,261,18,113,-1,services,cellular,single,no,no
26606,33,3404,20,105,171,student,cellular,single,no,no
22207,43,226,21,156,-1,technician,cellular,married,no,no
41250,58,1313,24,420,-1,management,telephone,married,no,no
5086,33,28,21,237,-1,management,unknown,single,no,no
3857,32,100,16,376,-1,blue-collar,unknown,single,no,no
23685,39,1522,28,15,-1,technician,cellular,single,no,no
11482,55,10183,19,106,-1,unemployed,unknown,single,no,no
41547,56,2815,11,212,-1,admin.,cellular,single,no,yes
40331,24,987,17,208,-1,technician,cellular,single,no,no
39212,33,139,18,732,291,blue-collar,cellular,married,no,yes
28233,54,294,29,89,-1,retired,cellular,divorced,no,no
8699,31,321,3,25,-1,technician,unknown,single,no,no
11762,54,386,20,838,-1,services,unknown,married,no,yes
19222,57,53,6,86,-1,services,cellular,married,no,no
15699,40,-65,21,65,-1,management,cellular,married,no,no
36982,46,451,13,389,-1,services,cellular,married,no,no
34347,36,3850,4,8,-1,management,cellular,single,no,no
7819,27,2153,30,256,-1,services,unknown,single,no,no
4399,30,9,20,184,-1,blue-collar,unknown,married,no,no
34808,30,-150,6,174,365,admin.,cellular,married,no,no
15662,44,0,21,90,-1,blue-collar,cellular,married,no,no
12405,34,89,27,101,-1,technician,unknown,divorced,no,no
36271,33,-255,11,82,306,management,cellular,divorced,no,no
23318,30,2,27,19,-1,management,cellular,single,no,no
23715,40,0,28,147,-1,technician,cellular,married,yes,no
11631,25,-191,19,958,-1,blue-collar,unknown,single,no,yes
30389,34,66,5,102,170,technician,cellular,divorced,no,no
44796,39,76,15,200,183,management,cellular,married,no,yes
18546,42,0,31,33,-1,technician,telephone,single,no,no
9950,56,3021,9,419,-1,blue-collar,unknown,divorced,no,no
14018,41,-618,11,215,-1,technician,cellular,single,no,no
2374,46,91,13,215,-1,services,unknown,divorced,no,no
29064,43,51,2,430,-1,management,cellular,divorced,no,yes
28764,55,3982,30,89,-1,unemployed,cellular,married,no,no
34053,55,0,30,156,-1,management,cellular,single,no,no
11957,47,3556,20,130,-1,management,unknown,married,no,no
18757,35,377,31,30,-1,services,cellular,married,no,no
17511,31,-749,29,82,-1,technician,cellular,single,no,no
31436,44,2756,30,57,-1,unemployed,cellular,married,no,no
13703,41,-194,10,307,-1,blue-collar,cellular,married,no,no
28724,40,80,30,182,-1,management,cellular,single,no,no
8196,57,12917,2,91,-1,retired,unknown,married,no,no
2166,29,-28,12,393,-1,blue-collar,unknown,married,no,no
37338,37,198,13,156,369,blue-collar,cellular,married,no,no
37940,59,5845,14,1060,-1,retired,cellular,divorced,no,yes
6058,32,-331,26,130,-1,admin.,unknown,divorced,no,no
20060,48,104,8,103,-1,blue-collar,cellular,married,no,no
37008,43,3,13,26,174,blue-collar,telephone,married,no,no
41762,31,80,13,63,-1,admin.,cellular,married,no,no
28650,29,475,29,346,-1,management,cellular,single,no,no
10162,40,0,11,473,-1,unemployed,unknown,divorced,no,no
16729,50,201,24,248,-1,management,cellular,divorced,no,no
22995,32,0,26,181,-1,technician,cellular,single,no,no
37988,47,-497,14,176,-1,entrepreneur,cellular,married,no,no
5071,32,1373,21,474,-1,management,unknown,single,no,no
31751,51,984,7,353,-1,blue-collar,telephone,married,no,no
4247,23,85,19,109,-1,management,unknown,single,no,no
6141,53,-725,27,1205,-1,technician,unknown,married,no,yes
24081,57,19268,23,301,-1,unknown,unknown,married,no,yes
20496,38,554,12,138,-1,management,cellular,divorced,no,no
14611,58,0,15,53,-1,technician,cellular,married,no,no
23351,48,2321,27,218,-1,blue-collar,cellular,married,no,no
37164,27,468,13,109,-1,services,cellular,single,no,no
18608,53,2215,31,88,-1,management,cellular,divorced,no,no
43187,37,1027,2,313,152,management,cellular,single,no,yes
35845,36,962,8,568,-1,technician,cellular,single,no,yes
16809,57,0,24,725,-1,management,cellular,married,no,no
3648,45,91,15,239,-1,blue-collar,unknown,married,no,no
37237,48,-85,13,56,343,blue-collar,cellular,married,no,no
31694,33,706,7,329,322,blue-collar,cellular,single,no,no
24981,40,701,18,159,-1,blue-collar,unknown,divorced,no,no
32217,31,382,16,198,-1,blue-collar,cellular,married,no,no
27883,26,52,28,287,-1,admin.,cellular,single,no,no
9847,38,2423,9,37,-1,blue-collar,unknown,married,no,no
22974,52,60,26,196,-1,blue-collar,cellular,married,no,no
40089,37,549,4,217,94,technician,cellular,married,no,no
37508,48,-38,13,331,-1,technician,cellular,married,no,no
43917,30,4082,14,215,459,unemployed,telephone,single,no,no
12738,45,1805,7,758,-1,blue-collar,cellular,divorced,no,no
34402,32,3027,5,171,-1,blue-collar,cellular,divorced,no,no
26115,46,926,19,168,153,self-employed,cellular,divorced,no,no
29189,38,136,2,113,-1,entrepreneur,cellular,married,no,no
13185,51,35,8,123,-1,retired,cellular,married,no,no
34890,31,1016,6,20,342,services,cellular,divorced,no,no
7567,56,1877,30,86,-1,services,unknown,divorced,no,no
36894,40,209,12,302,344,services,cellular,divorced,no,no
22349,35,573,22,140,-1,self-employed,cellular,married,no,no
14032,40,42,11,264,-1,self-employed,cellular,married,no,no
1069,39,2887,7,42,-1,management,unknown,single,no,no
8172,38,577,2,50,-1,blue-collar,unknown,single,no,no
2711,40,819,13,50,-1,technician,unknown,married,no,no
16124,45,2926,22,477,-1,blue-collar,cellular,married,no,no
16914,44,237,25,54,-1,technician,cellular,single,no,no
6956,58,255,28,362,-1,retired,unknown,married,no,no
3634,52,238,15,734,-1,blue-collar,unknown,married,no,no
24396,45,819,17,200,-1,technician,cellular,single,no,no
41190,51,1797,20,168,-1,blue-collar,cellular,married,no,no
32333,27,2171,16,130,323,blue-collar,cellular,married,no,no
11719,38,0,20,111,-1,technician,unknown,married,no,no
43139,37,255,24,562,183,management,cellular,married,no,yes
13100,28,144,8,136,-1,admin.,cellular,single,no,no
34245,57,738,4,490,168,admin.,cellular,single,no,no
20363,31,30,11,133,-1,technician,telephone,married,no,no
30420,40,-38,5,121,-1,services,cellular,married,no,no
9726,51,610,9,86,-1,retired,unknown,married,no,no
13824,48,4597,10,285,-1,blue-collar,cellular,divorced,no,no
27671,46,0,21,234,102,technician,cellular,divorced,no,no
14301,41,1821,14,137,-1,blue-collar,cellular,married,no,no
27924,27,3,28,131,-1,student,cellular,single,no,no
35450,27,405,7,129,-1,management,cellular,single,no,no
36336,53,640,11,321,-1,blue-collar,cellular,divorced,no,no
20413,39,52,12,96,-1,technician,cellular,married,no,no
19210,58,688,6,152,-1,services,cellular,married,no,no
36060,34,1826,11,212,-1,services,cellular,divorced,no,no
17038,30,1625,25,90,-1,technician,cellular,single,no,no
14825,58,2516,16,303,-1,blue-collar,cellular,married,no,no
43907,24,358,14,245,384,student,cellular,single,no,yes
43793,39,613,26,211,391,management,cellular,married,no,no
39528,40,-310,26,133,363,blue-collar,cellular,married,no,no
21889,30,114,20,185,-1,services,cellular,married,no,no
7354,32,7712,29,768,-1,blue-collar,unknown,single,no,no
16648,34,280,24,363,-1,management,cellular,married,no,no
13599,56,343,9,77,-1,retired,cellular,married,no,no
18467,46,2391,31,148,-1,blue-collar,cellular,divorced,no,no
15657,34,181,21,296,-1,admin.,cellular,single,no,no
11502,24,691,19,93,-1,technician,unknown,married,no,no
42746,55,831,27,100,100,management,telephone,married,no,no
1393,28,113,8,534,-1,blue-collar,unknown,married,no,no
32082,56,3931,14,115,-1,technician,cellular,married,no,no
19825,30,958,8,112,-1,technician,cellular,single,no,no
20427,37,0,12,132,-1,management,cellular,married,no,no
43653,77,397,7,300,-1,unknown,telephone,married,no,yes
21078,38,2813,14,146,-1,management,cellular,single,no,no
3789,57,4168,16,47,-1,admin.,unknown,married,no,no
9586,29,87,6,1330,-1,blue-collar,unknown,married,no,no
4065,46,7934,19,123,-1,blue-collar,unknown,married,no,no
121,51,26,5,79,-1,blue-collar,unknown,married,no,no
25738,57,6969,19,152,-1,retired,cellular,married,no,no
33365,40,825,20,38,335,technician,cellular,single,no,no
33172,53,225,20,304,340,admin.,cellular,married,no,no
27134,55,1181,21,42,-1,technician,cellular,married,no,no
38363,34,29,15,285,-1,blue-collar,cellular,married,no,yes
33264,32,0,20,295,335,blue-collar,cellular,married,no,no
28222,34,498,29,84,251,management,cellular,married,no,no
41067,29,145,14,105,-1,student,cellular,single,no,no
9136,37,168,5,227,-1,management,unknown,divorced,no,no
25172,38,3139,18,177,-1,self-employed,cellular,married,no,no
13133,39,87,8,114,-1,services,cellular,married,no,no
15151,29,28,17,360,-1,blue-collar,cellular,single,no,no
36513,30,0,12,756,-1,management,cellular,married,no,no
28225,40,956,29,83,-1,admin.,cellular,single,no,no
27007,49,1105,21,13,113,management,cellular,married,no,no
9167,48,460,5,99,-1,technician,unknown,married,no,no
880,37,78,7,295,-1,services,unknown,married,no,no
8102,35,0,2,184,-1,management,unknown,single,no,no
5953,43,-69,26,48,-1,management,unknown,married,no,no
15981,37,2089,22,40,-1,entrepreneur,cellular,married,no,no
3358,60,5788,15,203,-1,blue-collar,unknown,married,no,no
11451,57,1795,19,818,-1,blue-collar,unknown,divorced,no,no
1377,51,115,8,136,-1,admin.,unknown,divorced,no,no
39494,55,393,25,176,-1,retired,cellular,married,no,no
19023,56,276,5,269,-1,blue-collar,cellular,married,no,no
732,37,183,6,112,-1,blue-collar,unknown,married,no,no
38931,30,1211,18,176,-1,technician,cellular,married,no,no
8372,35,914,3,166,-1,technician,unknown,single,no,no
40699,72,2,7,147,-1,retired,cellular,married,no,yes
28925,36,265,2,88,273,technician,cellular,single,no,no
10808,55,854,17,98,-1,management,unknown,single,no,no
31668,33,2554,6,125,249,admin.,telephone,single,no,no
34924,30,411,6,457,358,services,cellular,single,no,no
39544,56,339,26,251,98,entrepreneur,cellular,married,no,no
15558,44,4842,21,322,-1,admin.,cellular,divorced,no,no
8660,35,2201,3,354,-1,admin.,unknown,single,no,no
29703,46,1547,3,401,-1,technician,cellular,divorced,no,no
45168,62,2557,10,404,57,retired,cellular,married,no,yes
14870,39,1315,16,885,-1,management,cellular,divorced,no,no
37105,35,233,13,66,176,blue-collar,cellular,married,no,no
20857,34,0,13,60,-1,technician,telephone,married,no,no
28897,33,1859,30,1169,-1,management,cellular,single,no,no
21552,34,5399,19,227,-1,management,cellular,married,no,no
37091,38,15030,13,167,174,management,cellular,single,no,no
9311,42,-355,5,939,-1,blue-collar,unknown,married,no,no
33395,43,85,20,42,279,blue-collar,cellular,married,no,no
17685,48,0,29,569,-1,unemployed,cellular,married,no,no
25933,33,3512,19,251,183,blue-collar,cellular,married,no,no
13164,28,517,8,681,-1,blue-collar,cellular,single,no,yes
1691,28,759,9,710,-1,blue-collar,unknown,single,no,yes
28619,28,8,29,389,254,technician,cellular,single,no,no
14210,42,302,11,342,-1,housemaid,cellular,married,no,no
38776,54,244,18,9,350,blue-collar,cellular,divorced,no,no
40116,29,488,4,105,-1,admin.,cellular,single,no,no
32883,34,165,17,182,329,entrepreneur,cellular,married,no,no
14671,49,463,15,541,-1,services,telephone,married,no,no
32516,44,788,17,392,-1,blue-collar,cellular,married,no,no
3233,49,3649,15,150,-1,services,unknown,divorced,no,no
10967,55,752,17,204,-1,services,unknown,married,no,no
14308,39,287,14,84,-1,technician,cellular,single,no,no
17452,26,1690,28,408,-1,admin.,cellular,single,no,no
4662,36,162,20,216,-1,technician,unknown,single,no,no
9676,60,295,6,126,-1,management,unknown,married,no,no
23355,42,6383,27,111,-1,self-employed,cellular,married,no,no
38189,28,1325,15,242,-1,blue-collar,cellular,married,no,no
44460,33,1536,6,258,178,student,cellular,married,no,yes
36665,32,522,12,272,258,technician,cellular,married,no,no
32137,31,1131,15,126,148,blue-collar,cellular,married,no,no
8990,60,0,5,124,-1,blue-collar,unknown,married,no,no
25822,52,3975,19,116,-1,entrepreneur,cellular,divorced,no,no
17896,41,2646,30,81,-1,management,cellular,married,no,no
42376,83,20,27,65,-1,retired,cellular,divorced,no,no
21635,35,141,19,299,-1,technician,cellular,married,no,no
24895,35,4463,18,90,-1,admin.,cellular,married,no,no
19002,49,633,5,201,-1,technician,cellular,married,no,no
14030,38,50,11,545,-1,blue-collar,cellular,married,no,no
36014,57,657,11,20,-1,management,telephone,married,no,no
6971,45,692,28,506,-1,services,unknown,married,no,no
39814,42,0,1,450,196,management,cellular,divorced,no,no
37917,29,1331,14,246,-1,technician,cellular,single,no,no
31550,44,887,3,93,-1,entrepreneur,cellular,married,no,no
10700,38,7124,16,301,-1,management,unknown,married,no,no
2663,25,800,13,151,-1,technician,unknown,single,no,no
5476,39,1222,23,451,-1,technician,unknown,divorced,no,no
31345,62,4886,16,44,-1,self-employed,telephone,married,no,no
31321,32,-34,11,101,-1,entrepreneur,cellular,single,no,yes
28760,46,417,30,219,2,services,cellular,married,no,no
8995,59,848,5,63,-1,admin.,unknown,single,no,no
35947,56,39,8,191,347,blue-collar,telephone,single,no,no
9269,58,266,5,319,-1,blue-collar,unknown,married,no,no
40458,56,3460,3,897,-1,blue-collar,cellular,married,no,no
28207,28,629,29,107,245,admin.,cellular,married,no,no
38799,32,1977,18,44,-1,services,cellular,married,no,no
32716,46,229,17,191,-1,blue-collar,cellular,married,no,no
34470,53,431,5,55,328,technician,cellular,married,no,no
16318,31,33,23,194,-1,admin.,cellular,single,no,no
6108,36,0,27,578,-1,admin.,unknown,married,no,no
28987,52,279,2,72,203,technician,cellular,married,no,no
36538,34,479,12,515,350,admin.,cellular,divorced,no,yes
40917,43,2643,12,188,100,technician,cellular,married,no,yes
24432,37,1467,17,349,-1,entrepreneur,cellular,single,no,no
26629,54,1660,20,337,-1,management,cellular,married,no,no
21279,36,1283,18,92,-1,management,cellular,single,no,no
35265,48,-30,7,133,-1,admin.,cellular,married,no,no
13887,56,275,10,323,-1,retired,cellular,divorced,no,no
36907,59,145,12,556,287,admin.,telephone,married,no,yes
7586,26,686,30,98,-1,technician,unknown,single,no,no
20275,58,889,11,121,-1,management,cellular,married,no,no
19317,60,2221,6,2191,-1,blue-collar,cellular,married,no,no
11310,50,193,18,305,-1,unemployed,unknown,married,no,no
43587,32,388,29,250,-1,technician,cellular,single,no,yes
9965,40,2932,9,22,-1,blue-collar,unknown,married,no,no
43896,83,4761,9,294,93,retired,telephone,married,no,no
25258,51,2934,18,727,-1,management,cellular,married,no,no
16811,28,340,24,821,-1,services,cellular,single,no,yes
2519,52,2240,13,845,-1,management,unknown,married,no,yes
42095,37,1506,2,101,80,management,cellular,married,no,no
1225,27,81,8,238,-1,student,unknown,single,no,no
29276,45,1214,2,150,189,admin.,cellular,married,no,no
4415,38,419,20,656,-1,blue-collar,unknown,single,no,no
21054,47,-9,14,457,-1,technician,cellular,married,no,no
29630,32,703,3,489,271,technician,cellular,single,no,no
5349,31,1804,23,206,-1,management,unknown,divorced,no,no
39301,40,503,18,24,-1,blue-collar,cellular,married,no,no
20114,35,2277,11,55,-1,technician,cellular,single,no,no
32609,33,264,17,494,-1,blue-collar,cellular,single,no,no
6780,25,894,28,328,-1,admin.,unknown,married,no,no
16683,34,945,24,181,-1,technician,cellular,married,no,no
32120,41,1836,15,139,-1,services,cellular,married,no,no
2067,43,210,12,88,-1,unemployed,unknown,married,no,no
30088,38,1029,4,206,223,self-employed,cellular,married,no,no
1898,23,105,9,305,-1,services,unknown,single,no,no
24872,36,0,18,300,96,management,cellular,single,no,no
7682,36,287,30,157,-1,blue-collar,unknown,married,no,no
22760,36,0,25,248,-1,technician,cellular,married,no,no
5096,37,1818,21,273,-1,blue-collar,unknown,married,no,no
16849,55,149,25,41,-1,management,telephone,married,no,no
15297,52,0,18,454,-1,technician,cellular,divorced,no,no
7399,42,-158,29,124,-1,technician,unknown,married,no,no
38841,24,81,18,333,-1,technician,cellular,single,no,no
8510,27,691,3,418,-1,admin.,unknown,single,no,no
15401,30,-27,18,65,-1,services,cellular,married,no,no
8920,36,138,4,84,-1,blue-collar,unknown,married,no,no
2442,41,1483,13,227,-1,unemployed,unknown,married,no,no
22734,41,-68,25,463,-1,management,cellular,divorced,yes,no
34149,32,697,30,210,-1,management,cellular,single,no,no
30720,48,0,6,1423,-1,management,cellular,married,no,no
2043,50,103,12,79,-1,technician,unknown,married,no,no
27591,30,817,21,208,91,technician,cellular,married,no,no
8718,45,644,4,633,-1,management,unknown,divorced,no,yes
34495,54,714,5,225,-1,blue-collar,cellular,married,no,no
944,31,564,7,223,-1,services,unknown,married,no,no
40717,32,697,7,119,99,management,cellular,single,no,no
36357,50,533,11,171,-1,entrepreneur,cellular,married,no,no
19733,55,1097,7,191,-1,technician,cellular,married,no,no
21403,52,9804,18,155,-1,blue-collar,cellular,married,no,no
14674,57,1103,15,98,-1,blue-collar,cellular,divorced,no,no
43616,36,7222,4,104,181,unemployed,cellular,married,no,no
5515,33,3546,23,777,-1,blue-collar,unknown,divorced,no,yes
27492,39,566,21,46,-1,technician,cellular,divorced,no,no
42565,39,25,28,315,210,technician,cellular,single,no,yes
15164,29,37,17,309,-1,services,cellular,single,no,no
14024,59,0,11,189,-1,management,telephone,married,no,no
28030,55,8585,28,201,-1,unemployed,telephone,married,no,no
39824,58,1727,1,336,-1,management,telephone,married,no,no
10602,36,2962,16,181,-1,blue-collar,unknown,single,no,no
32306,37,952,16,536,-1,technician,cellular,married,no,no
34498,26,784,5,247,358,management,cellular,married,no,no
19299,35,284,6,258,-1,management,cellular,married,no,no
16024,26,399,22,1288,-1,blue-collar,cellular,married,no,no
30719,33,0,6,214,-1,admin.,cellular,married,no,no
1950,50,89,9,210,-1,blue-collar,unknown,married,no,no
29280,33,482,2,249,-1,admin.,cellular,married,no,no
13481,28,1950,9,147,-1,services,cellular,single,no,no
4,33,1,5,198,-1,unknown,unknown,single,no,no
20500,52,2347,12,603,-1,admin.,cellular,married,no,no
21050,43,696,14,110,-1,management,cellular,married,no,no
44279,82,243,26,275,180,retired,cellular,married,no,yes
41778,28,2806,13,285,120,blue-collar,cellular,single,no,no
34894,33,0,6,155,-1,blue-collar,cellular,married,no,no
2427,21,-273,13,340,-1,blue-collar,unknown,single,no,no
33479,64,571,20,1422,-1,retired,cellular,married,no,yes
41661,39,24,1,199,-1,management,cellular,married,no,no
36471,36,543,11,66,-1,admin.,cellular,divorced,no,no
24471,58,16264,17,215,-1,management,telephone,married,no,no
7010,45,935,28,22,-1,admin.,unknown,married,no,no
33413,30,1165,20,98,-1,admin.,cellular,married,no,no
26537,38,5506,20,74,-1,management,cellular,married,no,no
40426,29,1891,2,129,-1,technician,cellular,single,no,no
43182,36,1407,2,328,109,technician,cellular,single,no,no
15093,30,931,17,1183,-1,management,cellular,married,no,no
22093,31,0,21,218,-1,management,cellular,single,no,no
36332,34,333,11,63,-1,blue-collar,cellular,married,no,no
855,47,594,7,161,-1,admin.,unknown,single,no,no
43703,35,8000,13,331,90,management,cellular,married,no,yes
28176,42,-259,29,149,-1,management,cellular,divorced,no,no
43237,51,2635,8,209,188,management,cellular,married,no,no
22915,44,3674,26,122,-1,management,cellular,married,no,no
6025,41,-571,26,207,-1,blue-collar,unknown,married,no,no
8370,31,-292,3,186,-1,technician,unknown,married,no,no
21435,51,1840,18,312,-1,blue-collar,cellular,married,no,no
41352,73,250,31,245,-1,retired,telephone,married,no,no
17584,44,2575,29,129,-1,technician,cellular,married,no,no
13976,46,278,10,185,-1,technician,cellular,married,no,no
7183,39,1099,29,134,-1,services,unknown,married,no,no
9982,43,532,9,216,-1,services,unknown,single,no,no
1179,42,420,8,94,-1,technician,unknown,married,no,no
33046,31,1970,17,284,-1,technician,telephone,single,no,no
9782,56,2146,9,594,-1,admin.,unknown,married,no,no
24201,49,514,17,221,-1,blue-collar,cellular,divorced,no,no
26351,52,10021,20,174,-1,services,cellular,married,no,no
20749,38,128,13,183,-1,technician,cellular,married,no,no
19421,42,128,6,492,-1,housemaid,cellular,married,no,no
25612,46,96,19,217,-1,blue-collar,cellular,single,no,no
8644,52,2251,3,58,-1,unemployed,unknown,married,no,no
27153,30,274,21,105,102,technician,cellular,married,no,no
1250,50,40,8,152,-1,blue-collar,unknown,married,no,no
22933,33,0,26,73,-1,technician,cellular,single,no,no
12972,35,126,7,371,-1,management,cellular,married,no,no
2395,53,367,13,284,-1,services,unknown,married,no,no
25262,37,712,18,291,-1,technician,cellular,married,no,no
18291,47,404,31,125,-1,entrepreneur,telephone,married,no,no
42331,57,8278,17,408,-1,housemaid,cellular,divorced,no,no
22574,37,1725,22,75,-1,technician,cellular,married,no,no
5753,31,89,26,167,-1,management,unknown,married,no,no
29438,36,-679,3,110,-1,management,cellular,single,no,no
26025,31,93,19,584,-1,student,cellular,single,no,no
19016,39,1069,5,422,-1,management,cellular,married,no,no
37221,44,186,13,152,370,blue-collar,cellular,married,no,no
35555,46,-154,7,215,294,technician,cellular,divorced,no,no
32166,47,2290,15,54,-1,housemaid,cellular,married,no,no
8935,39,0,4,112,-1,blue-collar,unknown,married,no,no
17513,57,1700,29,178,-1,services,cellular,married,no,no
13377,38,121,9,80,-1,blue-collar,cellular,married,no,no
21173,58,494,14,171,-1,blue-collar,cellular,married,no,no
3318,51,154,15,285,-1,self-employed,unknown,divorced,no,no
823,33,95,7,102,-1,blue-collar,unknown,single,no,no
19133,37,0,5,409,-1,technician,cellular,married,no,no
26137,47,8515,20,14,112,self-employed,unknown,divorced,no,no
23650,53,658,28,18,-1,services,cellular,married,no,no
22525,31,137,22,385,-1,unknown,cellular,divorced,no,no
25859,41,115,19,299,-1,services,cellular,married,no,no
34124,30,620,30,513,-1,management,cellular,single,no,no
2768,44,0,14,101,-1,blue-collar,unknown,married,no,no
3895,47,242,16,214,-1,blue-collar,unknown,married,no,no
41500,19,88,8,191,-1,student,cellular,single,no,no
24764,55,606,18,114,-1,services,cellular,married,no,no
4641,33,4963,20,148,-1,services,unknown,married,no,no
44036,44,276,29,13,411,blue-collar,unknown,single,no,no
34173,26,553,30,347,-1,self-employed,cellular,single,no,no
39978,31,882,3,411,-1,technician,cellular,single,no,yes
25366,38,958,18,33,-1,technician,telephone,married,no,no
6788,26,1624,28,438,-1,services,unknown,single,no,no
32671,34,0,17,158,-1,technician,cellular,single,no,no
17712,57,53,29,539,-1,retired,telephone,married,no,no
16609,45,138,24,279,-1,services,telephone,divorced,no,no
43113,32,324,23,432,-1,technician,cellular,single,no,yes
26174,31,625,20,136,-1,management,cellular,married,no,no
19597,37,200,7,259,-1,management,cellular,single,no,no
16202,35,1031,22,254,-1,management,cellular,single,no,no
21389,49,1350,18,22,-1,blue-collar,cellular,married,no,no
26741,35,911,20,434,181,blue-collar,cellular,married,no,no
37766,36,1825,14,24,346,management,cellular,married,no,no
6389,27,22,27,88,-1,housemaid,unknown,married,no,no
27378,30,3300,21,1571,-1,student,cellular,single,no,yes
35764,45,972,8,343,282,services,cellular,married,no,no
17592,56,1199,29,336,-1,technician,cellular,married,no,no
42657,62,180,14,183,90,blue-collar,cellular,married,no,yes
9448,48,5462,6,29,-1,unemployed,unknown,married,no,no
41916,53,3370,21,180,334,management,cellular,divorced,no,no
7053,24,931,28,200,-1,self-employed,unknown,single,no,no
34659,31,368,5,414,361,admin.,cellular,married,no,no
20639,30,9634,12,781,-1,management,cellular,single,no,no
28737,27,3060,30,533,-1,unemployed,cellular,single,no,no
42184,38,3141,9,347,189,management,cellular,single,no,yes
31593,44,879,3,383,-1,blue-collar,cellular,married,no,no
4771,39,5,21,167,-1,blue-collar,unknown,married,no,no
8391,37,1772,3,202,-1,technician,unknown,divorced,no,no
44929,30,21,5,4,-1,services,unknown,single,no,no
26918,37,680,21,21,185,entrepreneur,cellular,married,no,no
41023,35,1471,13,236,-1,management,cellular,married,no,no
1742,39,217,9,107,-1,blue-collar,unknown,single,no,no
39719,28,1109,27,89,310,management,cellular,married,no,no
43051,65,3409,15,92,-1,retired,cellular,married,no,no
32176,27,484,15,309,-1,blue-collar,cellular,single,no,no
