,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,pdays,previous,poutcome,y,ids
41188,63.0,retired,married,primary,no,0.0,no,no,cellular,20.0,aug,110.0,-1.0,0.0,unknown,no,41188
28538,30.0,services,married,unknown,no,840.0,no,no,cellular,29.0,jan,163.0,-1.0,0.0,unknown,no,28538
22144,45.0,blue-collar,married,primary,no,1251.0,no,yes,cellular,21.0,aug,126.0,-1.0,0.0,unknown,no,22144
11155,43.0,services,divorced,secondary,no,62.0,no,no,unknown,18.0,jun,67.0,-1.0,0.0,unknown,no,11155
10249,43.0,technician,single,secondary,no,59.0,yes,no,unknown,11.0,jun,107.0,-1.0,0.0,unknown,no,10249
30181,36.0,blue-collar,married,primary,no,277.0,yes,yes,cellular,5.0,feb,239.0,-1.0,0.0,unknown,no,30181
28245,52.0,unemployed,married,primary,no,1724.0,no,no,cellular,29.0,jan,73.0,-1.0,0.0,unknown,no,28245
32648,33.0,blue-collar,single,secondary,no,3975.0,yes,yes,cellular,17.0,apr,515.0,150.0,1.0,other,no,32648
35895,44.0,technician,single,secondary,no,293.0,yes,no,cellular,8.0,may,345.0,358.0,1.0,failure,no,35895
8343,28.0,blue-collar,single,secondary,no,5149.0,yes,no,unknown,2.0,jun,232.0,-1.0,0.0,unknown,no,8343
3920,50.0,management,single,tertiary,no,567.0,yes,no,unknown,16.0,may,274.0,-1.0,0.0,unknown,no,3920
19402,35.0,technician,married,secondary,no,-116.0,no,yes,cellular,6.0,aug,339.0,-1.0,0.0,unknown,no,19402
22714,60.0,retired,married,tertiary,no,0.0,no,no,cellular,25.0,aug,101.0,-1.0,0.0,unknown,no,22714
34681,35.0,admin.,married,secondary,no,1286.0,yes,no,cellular,5.0,may,862.0,337.0,1.0,other,yes,34681
13923,32.0,services,divorced,secondary,no,264.0,no,no,cellular,10.0,jul,71.0,-1.0,0.0,unknown,no,13923
1231,27.0,admin.,single,secondary,no,181.0,yes,no,unknown,8.0,may,231.0,-1.0,0.0,unknown,no,1231
11480,53.0,services,married,secondary,no,2774.0,no,yes,unknown,19.0,jun,193.0,-1.0,0.0,unknown,no,11480
10547,42.0,services,divorced,secondary,no,167.0,no,no,unknown,16.0,jun,119.0,-1.0,0.0,unknown,no,10547
21817,50.0,blue-collar,married,unknown,no,452.0,no,no,cellular,20.0,aug,181.0,-1.0,0.0,unknown,no,21817
2155,29.0,entrepreneur,single,tertiary,no,11.0,yes,no,unknown,12.0,may,214.0,-1.0,0.0,unknown,no,2155
40149,37.0,blue-collar,married,secondary,no,4321.0,no,no,cellular,5.0,jun,657.0,-1.0,0.0,unknown,yes,40149
21554,46.0,blue-collar,married,primary,no,687.0,no,no,cellular,19.0,aug,125.0,-1.0,0.0,unknown,no,21554
30409,33.0,services,single,secondary,no,406.0,yes,no,cellular,5.0,feb,61.0,275.0,1.0,failure,no,30409
5185,56.0,admin.,married,secondary,no,3784.0,no,no,unknown,21.0,may,672.0,-1.0,0.0,unknown,no,5185
13879,34.0,management,married,tertiary,no,580.0,yes,no,cellular,10.0,jul,380.0,-1.0,0.0,unknown,no,13879
44742,64.0,unknown,married,unknown,no,2799.0,no,no,telephone,9.0,sep,378.0,-1.0,0.0,unknown,no,44742
33040,23.0,admin.,single,secondary,no,0.0,yes,no,cellular,17.0,apr,171.0,-1.0,0.0,unknown,no,33040
33038,32.0,blue-collar,married,primary,no,1504.0,yes,no,cellular,17.0,apr,131.0,-1.0,0.0,unknown,no,33038
42834,45.0,management,married,tertiary,no,547.0,no,no,cellular,2.0,feb,577.0,-1.0,0.0,unknown,yes,42834
33462,39.0,management,married,secondary,no,1035.0,yes,no,cellular,20.0,apr,436.0,-1.0,0.0,unknown,no,33462
6679,35.0,services,married,secondary,no,1453.0,yes,no,unknown,28.0,may,199.0,-1.0,0.0,unknown,no,6679
39823,52.0,admin.,single,secondary,no,-528.0,yes,yes,cellular,1.0,jun,1144.0,-1.0,0.0,unknown,yes,39823
20800,51.0,unknown,married,secondary,no,0.0,no,no,cellular,13.0,aug,88.0,-1.0,0.0,unknown,no,20800
36860,39.0,technician,married,unknown,no,0.0,yes,no,cellular,12.0,may,106.0,-1.0,0.0,unknown,no,36860
24734,40.0,management,married,tertiary,no,1777.0,yes,no,cellular,18.0,nov,81.0,-1.0,0.0,unknown,no,24734
25629,39.0,blue-collar,married,primary,no,800.0,yes,no,cellular,19.0,nov,76.0,-1.0,0.0,unknown,no,25629
41587,50.0,management,married,tertiary,no,1612.0,no,no,cellular,15.0,sep,188.0,92.0,4.0,success,no,41587
889,47.0,management,divorced,tertiary,no,447.0,no,yes,unknown,7.0,may,126.0,-1.0,0.0,unknown,no,889
28435,26.0,blue-collar,single,primary,no,155.0,yes,no,cellular,29.0,jan,291.0,244.0,4.0,failure,no,28435
29856,48.0,blue-collar,married,secondary,no,320.0,yes,yes,cellular,4.0,feb,118.0,-1.0,0.0,unknown,no,29856
23020,33.0,management,married,tertiary,no,0.0,no,no,cellular,26.0,aug,126.0,-1.0,0.0,unknown,no,23020
17296,35.0,admin.,single,secondary,no,289.0,yes,no,cellular,28.0,jul,48.0,-1.0,0.0,unknown,no,17296
44068,32.0,self-employed,single,tertiary,no,4024.0,yes,no,cellular,2.0,jul,150.0,-1.0,0.0,unknown,no,44068
34380,41.0,technician,divorced,secondary,no,4047.0,yes,no,cellular,4.0,may,14.0,75.0,1.0,success,no,34380
1056,44.0,blue-collar,married,primary,no,-171.0,yes,no,unknown,7.0,may,441.0,-1.0,0.0,unknown,no,1056
39966,29.0,management,single,tertiary,no,3846.0,no,no,cellular,3.0,jun,313.0,-1.0,0.0,unknown,yes,39966
20462,52.0,management,married,tertiary,no,0.0,no,no,cellular,12.0,aug,106.0,-1.0,0.0,unknown,no,20462
35211,43.0,admin.,married,secondary,no,24.0,yes,no,cellular,7.0,may,183.0,357.0,2.0,other,no,35211
15128,39.0,services,divorced,secondary,no,282.0,yes,no,cellular,17.0,jul,243.0,-1.0,0.0,unknown,no,15128
3979,43.0,admin.,single,tertiary,no,329.0,yes,no,unknown,16.0,may,218.0,-1.0,0.0,unknown,no,3979
27373,56.0,management,married,secondary,no,2811.0,no,no,cellular,21.0,nov,150.0,-1.0,0.0,unknown,no,27373
21332,49.0,blue-collar,married,primary,no,1798.0,yes,yes,telephone,18.0,aug,209.0,-1.0,0.0,unknown,no,21332
22894,49.0,admin.,married,secondary,no,272.0,no,yes,telephone,25.0,aug,146.0,-1.0,0.0,unknown,no,22894
2187,30.0,services,single,secondary,no,290.0,yes,no,unknown,12.0,may,446.0,-1.0,0.0,unknown,no,2187
27383,31.0,blue-collar,single,secondary,no,1565.0,yes,no,cellular,21.0,nov,290.0,-1.0,0.0,unknown,no,27383
5818,47.0,services,married,secondary,no,2070.0,yes,yes,unknown,26.0,may,136.0,-1.0,0.0,unknown,no,5818
1730,43.0,management,divorced,tertiary,no,443.0,yes,no,unknown,9.0,may,219.0,-1.0,0.0,unknown,no,1730
14448,53.0,blue-collar,married,secondary,no,-162.0,yes,no,cellular,14.0,jul,81.0,-1.0,0.0,unknown,no,14448
2132,55.0,technician,married,secondary,no,276.0,yes,no,unknown,12.0,may,486.0,-1.0,0.0,unknown,no,2132
21606,41.0,technician,married,secondary,no,712.0,no,no,cellular,19.0,aug,409.0,-1.0,0.0,unknown,no,21606
9845,53.0,management,married,primary,no,2096.0,no,no,unknown,9.0,jun,104.0,-1.0,0.0,unknown,no,9845
9080,37.0,admin.,married,secondary,no,641.0,yes,no,unknown,5.0,jun,42.0,-1.0,0.0,unknown,no,9080
42638,32.0,management,single,tertiary,no,1962.0,no,no,cellular,13.0,jan,130.0,-1.0,0.0,unknown,no,42638
38751,22.0,services,single,secondary,no,250.0,yes,no,cellular,18.0,may,117.0,-1.0,0.0,unknown,no,38751
15463,41.0,management,married,tertiary,no,4824.0,no,yes,cellular,18.0,jul,168.0,-1.0,0.0,unknown,no,15463
33978,57.0,retired,married,tertiary,no,478.0,no,no,cellular,30.0,apr,70.0,84.0,1.0,failure,no,33978
35931,27.0,admin.,single,secondary,no,3.0,yes,no,cellular,8.0,may,346.0,-1.0,0.0,unknown,no,35931
30876,49.0,blue-collar,married,primary,no,3103.0,no,no,cellular,9.0,feb,26.0,-1.0,0.0,unknown,no,30876
44824,28.0,admin.,single,secondary,no,127.0,no,no,cellular,16.0,sep,1334.0,-1.0,0.0,unknown,yes,44824
9768,45.0,blue-collar,single,primary,no,4289.0,yes,no,unknown,9.0,jun,400.0,-1.0,0.0,unknown,no,9768
10531,44.0,self-employed,married,secondary,no,6553.0,no,no,unknown,16.0,jun,195.0,-1.0,0.0,unknown,no,10531
11775,54.0,self-employed,married,primary,no,1463.0,no,no,unknown,20.0,jun,60.0,-1.0,0.0,unknown,no,11775
15433,49.0,management,divorced,tertiary,no,169.0,no,no,cellular,18.0,jul,141.0,-1.0,0.0,unknown,no,15433
21033,37.0,management,married,tertiary,no,4332.0,no,no,cellular,14.0,aug,213.0,-1.0,0.0,unknown,no,21033
10420,44.0,management,married,tertiary,no,677.0,yes,no,unknown,12.0,jun,130.0,-1.0,0.0,unknown,no,10420
32499,41.0,technician,married,secondary,no,442.0,yes,yes,cellular,17.0,apr,261.0,322.0,1.0,other,no,32499
29093,58.0,admin.,married,secondary,no,580.0,no,yes,telephone,2.0,feb,161.0,5.0,3.0,other,no,29093
38264,57.0,admin.,married,secondary,no,-967.0,yes,no,telephone,15.0,may,8.0,-1.0,0.0,unknown,no,38264
26853,36.0,blue-collar,divorced,primary,no,3202.0,yes,no,cellular,20.0,nov,690.0,183.0,2.0,failure,no,26853
7587,52.0,management,divorced,tertiary,no,2909.0,yes,no,unknown,30.0,may,110.0,-1.0,0.0,unknown,no,7587
13831,41.0,blue-collar,married,secondary,no,5517.0,yes,no,cellular,10.0,jul,584.0,-1.0,0.0,unknown,yes,13831
28016,30.0,services,single,secondary,no,117.0,no,no,cellular,28.0,jan,135.0,-1.0,0.0,unknown,no,28016
3928,56.0,entrepreneur,married,tertiary,no,1297.0,yes,no,unknown,16.0,may,180.0,-1.0,0.0,unknown,no,3928
42117,59.0,management,married,secondary,no,4412.0,no,no,cellular,2.0,nov,162.0,-1.0,0.0,unknown,yes,42117
2130,41.0,self-employed,married,secondary,no,304.0,yes,no,unknown,12.0,may,1147.0,-1.0,0.0,unknown,no,2130
17524,56.0,retired,married,secondary,no,6114.0,no,no,telephone,29.0,jul,168.0,-1.0,0.0,unknown,no,17524
24739,40.0,self-employed,married,tertiary,no,3059.0,yes,yes,cellular,18.0,nov,41.0,182.0,1.0,failure,no,24739
24625,47.0,management,married,secondary,no,0.0,yes,yes,cellular,17.0,nov,124.0,-1.0,0.0,unknown,no,24625
23052,44.0,technician,married,secondary,no,608.0,no,no,cellular,26.0,aug,128.0,-1.0,0.0,unknown,no,23052
1126,46.0,technician,married,secondary,no,1571.0,yes,no,unknown,7.0,may,489.0,-1.0,0.0,unknown,no,1126
40847,33.0,management,single,tertiary,no,312.0,no,no,cellular,11.0,aug,271.0,369.0,3.0,failure,no,40847
28811,36.0,technician,single,secondary,no,317.0,yes,no,cellular,30.0,jan,198.0,266.0,2.0,failure,no,28811
4067,45.0,blue-collar,married,secondary,no,1124.0,yes,no,unknown,19.0,may,37.0,-1.0,0.0,unknown,no,4067
25008,53.0,management,married,tertiary,no,800.0,no,no,cellular,18.0,nov,90.0,-1.0,0.0,unknown,no,25008
14619,34.0,blue-collar,single,primary,no,-109.0,yes,no,cellular,15.0,jul,860.0,-1.0,0.0,unknown,yes,14619
31446,27.0,management,single,tertiary,no,831.0,no,no,cellular,30.0,mar,1081.0,-1.0,0.0,unknown,yes,31446
22765,55.0,management,single,tertiary,no,43074.0,yes,no,cellular,25.0,aug,92.0,-1.0,0.0,unknown,no,22765
857,38.0,services,married,secondary,no,208.0,yes,no,unknown,7.0,may,800.0,-1.0,0.0,unknown,no,857
25699,33.0,management,single,tertiary,no,201.0,yes,no,cellular,19.0,nov,171.0,183.0,1.0,failure,no,25699
8563,26.0,technician,married,tertiary,no,-488.0,yes,no,unknown,3.0,jun,320.0,-1.0,0.0,unknown,no,8563
38579,45.0,services,married,secondary,no,-1621.0,yes,yes,cellular,15.0,may,8.0,346.0,5.0,failure,no,38579
36256,39.0,housemaid,married,primary,no,-106.0,yes,yes,cellular,11.0,may,1114.0,-1.0,0.0,unknown,no,36256
26106,49.0,management,married,unknown,no,0.0,no,no,cellular,19.0,nov,99.0,-1.0,0.0,unknown,no,26106
8988,47.0,entrepreneur,divorced,tertiary,no,0.0,no,no,unknown,5.0,jun,124.0,-1.0,0.0,unknown,no,8988
8088,30.0,blue-collar,married,primary,no,4.0,yes,no,unknown,2.0,jun,34.0,-1.0,0.0,unknown,no,8088
10412,56.0,retired,married,primary,no,133.0,no,yes,unknown,12.0,jun,322.0,-1.0,0.0,unknown,no,10412
6444,27.0,admin.,married,secondary,no,186.0,yes,no,unknown,27.0,may,136.0,-1.0,0.0,unknown,no,6444
16098,50.0,blue-collar,married,secondary,no,2013.0,no,yes,cellular,22.0,jul,226.0,-1.0,0.0,unknown,no,16098
29274,57.0,management,married,secondary,no,123.0,no,no,cellular,2.0,feb,154.0,-1.0,0.0,unknown,no,29274
7844,37.0,blue-collar,married,primary,no,461.0,yes,no,unknown,30.0,may,272.0,-1.0,0.0,unknown,no,7844
2936,49.0,blue-collar,married,primary,no,0.0,yes,no,unknown,14.0,may,151.0,-1.0,0.0,unknown,no,2936
20684,56.0,admin.,married,unknown,no,1167.0,no,no,cellular,12.0,aug,465.0,-1.0,0.0,unknown,no,20684
22888,31.0,technician,single,tertiary,no,23.0,no,no,cellular,25.0,aug,121.0,-1.0,0.0,unknown,no,22888
17756,59.0,services,married,primary,no,4295.0,no,no,telephone,29.0,jul,129.0,-1.0,0.0,unknown,no,17756
24024,37.0,housemaid,married,primary,no,0.0,no,no,cellular,29.0,aug,17.0,-1.0,0.0,unknown,no,24024
39556,29.0,unknown,single,secondary,no,923.0,no,no,cellular,26.0,may,333.0,-1.0,0.0,unknown,no,39556
14775,52.0,services,married,secondary,no,-888.0,no,no,cellular,16.0,jul,135.0,-1.0,0.0,unknown,no,14775
18356,36.0,blue-collar,married,secondary,no,462.0,no,no,cellular,31.0,jul,474.0,-1.0,0.0,unknown,no,18356
9649,56.0,unemployed,married,secondary,no,660.0,yes,no,unknown,6.0,jun,72.0,-1.0,0.0,unknown,no,9649
39834,50.0,technician,divorced,secondary,no,0.0,no,no,cellular,1.0,jun,113.0,-1.0,0.0,unknown,no,39834
24798,44.0,technician,married,secondary,no,2126.0,no,yes,cellular,18.0,nov,166.0,-1.0,0.0,unknown,no,24798
31337,47.0,blue-collar,married,secondary,no,238.0,yes,yes,cellular,13.0,mar,3076.0,-1.0,0.0,unknown,yes,31337
27794,43.0,management,married,tertiary,no,344.0,yes,yes,cellular,28.0,jan,282.0,238.0,2.0,failure,no,27794
4320,57.0,blue-collar,married,secondary,no,8195.0,yes,no,unknown,19.0,may,160.0,-1.0,0.0,unknown,no,4320
24420,55.0,retired,married,secondary,no,4230.0,no,yes,cellular,17.0,nov,163.0,-1.0,0.0,unknown,no,24420
24863,32.0,blue-collar,single,secondary,no,53.0,yes,no,cellular,18.0,nov,276.0,195.0,1.0,failure,no,24863
5880,59.0,retired,divorced,primary,no,217.0,yes,no,unknown,26.0,may,574.0,-1.0,0.0,unknown,no,5880
37335,36.0,management,single,tertiary,no,1.0,yes,no,cellular,13.0,may,131.0,-1.0,0.0,unknown,no,37335
42223,28.0,student,single,tertiary,no,3.0,no,no,cellular,11.0,nov,135.0,148.0,1.0,other,no,42223
42615,29.0,admin.,single,tertiary,no,14.0,no,no,cellular,12.0,jan,106.0,105.0,2.0,failure,no,42615
871,31.0,admin.,single,secondary,no,299.0,yes,no,unknown,7.0,may,492.0,-1.0,0.0,unknown,no,871
32320,38.0,blue-collar,married,primary,no,1576.0,yes,no,cellular,16.0,apr,144.0,328.0,2.0,other,no,32320
45028,60.0,retired,divorced,secondary,no,514.0,no,no,cellular,15.0,oct,187.0,213.0,10.0,success,yes,45028
25579,49.0,management,married,tertiary,no,6613.0,no,no,cellular,19.0,nov,106.0,155.0,3.0,failure,no,25579
28173,46.0,blue-collar,married,secondary,no,521.0,yes,no,cellular,29.0,jan,246.0,226.0,3.0,failure,no,28173
42194,67.0,management,married,tertiary,no,405.0,no,no,cellular,10.0,nov,344.0,95.0,2.0,success,yes,42194
1455,27.0,blue-collar,married,tertiary,no,417.0,yes,yes,unknown,8.0,may,237.0,-1.0,0.0,unknown,no,1455
14537,60.0,retired,married,secondary,no,0.0,no,no,cellular,15.0,jul,94.0,-1.0,0.0,unknown,no,14537
37246,53.0,admin.,married,secondary,no,8892.0,yes,no,cellular,13.0,may,177.0,174.0,1.0,failure,no,37246
35648,37.0,blue-collar,married,primary,no,120.0,yes,no,cellular,8.0,may,80.0,358.0,1.0,other,no,35648
34517,37.0,management,married,tertiary,no,658.0,yes,no,cellular,5.0,may,838.0,-1.0,0.0,unknown,yes,34517
16207,27.0,management,divorced,tertiary,no,148.0,no,no,cellular,22.0,jul,174.0,-1.0,0.0,unknown,no,16207
33898,33.0,management,married,tertiary,no,158.0,no,no,cellular,30.0,apr,169.0,83.0,2.0,success,no,33898
20468,35.0,management,married,tertiary,no,362.0,no,no,cellular,12.0,aug,95.0,-1.0,0.0,unknown,no,20468
24306,52.0,management,married,tertiary,no,2063.0,yes,no,cellular,17.0,nov,114.0,-1.0,0.0,unknown,no,24306
38174,57.0,management,married,tertiary,no,334.0,yes,no,cellular,15.0,may,169.0,365.0,2.0,failure,no,38174
35615,26.0,technician,married,secondary,no,518.0,yes,no,cellular,7.0,may,189.0,-1.0,0.0,unknown,no,35615
30961,31.0,management,single,tertiary,no,43.0,yes,no,cellular,9.0,feb,297.0,-1.0,0.0,unknown,no,30961
12772,44.0,services,married,secondary,no,182.0,yes,yes,cellular,7.0,jul,209.0,-1.0,0.0,unknown,no,12772
27593,45.0,services,married,secondary,no,133.0,no,no,cellular,21.0,nov,358.0,-1.0,0.0,unknown,no,27593
41086,41.0,admin.,divorced,secondary,no,220.0,yes,no,cellular,14.0,aug,142.0,88.0,2.0,failure,no,41086
3672,32.0,technician,divorced,secondary,no,75.0,no,no,unknown,16.0,may,129.0,-1.0,0.0,unknown,no,3672
7532,37.0,blue-collar,married,primary,no,949.0,yes,no,unknown,30.0,may,149.0,-1.0,0.0,unknown,no,7532
4213,27.0,entrepreneur,married,secondary,no,220.0,yes,no,unknown,19.0,may,480.0,-1.0,0.0,unknown,no,4213
33229,29.0,blue-collar,divorced,secondary,no,-19.0,yes,no,cellular,20.0,apr,712.0,-1.0,0.0,unknown,yes,33229
14587,51.0,self-employed,married,tertiary,no,146.0,no,no,cellular,15.0,jul,132.0,-1.0,0.0,unknown,no,14587
32826,42.0,services,married,secondary,no,1545.0,yes,no,cellular,17.0,apr,426.0,323.0,3.0,failure,no,32826
44104,29.0,admin.,single,secondary,no,1992.0,no,no,cellular,8.0,jul,202.0,87.0,2.0,failure,no,44104
21622,36.0,technician,married,secondary,no,0.0,no,no,cellular,19.0,aug,120.0,-1.0,0.0,unknown,no,21622
27834,49.0,management,divorced,secondary,no,613.0,no,yes,cellular,28.0,jan,301.0,-1.0,0.0,unknown,no,27834
31985,42.0,blue-collar,married,primary,no,2103.0,yes,no,cellular,13.0,apr,384.0,-1.0,0.0,unknown,yes,31985
6607,39.0,technician,married,secondary,no,1427.0,yes,no,unknown,28.0,may,454.0,-1.0,0.0,unknown,no,6607
6529,28.0,technician,single,secondary,no,10865.0,yes,no,unknown,27.0,may,350.0,-1.0,0.0,unknown,no,6529
3505,55.0,services,divorced,secondary,no,72.0,yes,yes,unknown,15.0,may,384.0,-1.0,0.0,unknown,no,3505
28583,27.0,admin.,married,secondary,no,102.0,yes,no,cellular,29.0,jan,123.0,-1.0,0.0,unknown,no,28583
22413,46.0,technician,divorced,secondary,no,447.0,no,yes,cellular,22.0,aug,314.0,-1.0,0.0,unknown,no,22413
24861,57.0,admin.,married,secondary,no,1509.0,yes,no,cellular,18.0,nov,509.0,-1.0,0.0,unknown,no,24861
38728,32.0,management,single,tertiary,no,6542.0,yes,no,cellular,15.0,may,1598.0,175.0,5.0,failure,yes,38728
20687,33.0,management,divorced,tertiary,no,2695.0,yes,no,cellular,12.0,aug,711.0,-1.0,0.0,unknown,no,20687
35770,50.0,technician,married,unknown,no,-287.0,yes,no,cellular,8.0,may,92.0,347.0,1.0,failure,no,35770
28060,34.0,services,single,tertiary,no,239.0,no,no,cellular,28.0,jan,699.0,-1.0,0.0,unknown,no,28060
4847,34.0,services,married,secondary,no,0.0,yes,no,unknown,21.0,may,872.0,-1.0,0.0,unknown,no,4847
11411,44.0,management,married,secondary,no,11972.0,no,no,unknown,19.0,jun,127.0,-1.0,0.0,unknown,no,11411
32902,33.0,services,married,secondary,no,-124.0,no,no,cellular,17.0,apr,150.0,325.0,1.0,failure,no,32902
5261,37.0,technician,single,secondary,no,6714.0,yes,no,unknown,23.0,may,90.0,-1.0,0.0,unknown,no,5261
15059,42.0,blue-collar,married,secondary,no,5639.0,yes,no,cellular,17.0,jul,430.0,-1.0,0.0,unknown,no,15059
43780,33.0,services,single,secondary,no,152.0,yes,no,cellular,25.0,may,202.0,365.0,2.0,success,yes,43780
41725,34.0,blue-collar,single,unknown,no,484.0,no,no,cellular,8.0,oct,90.0,-1.0,0.0,unknown,no,41725
10466,27.0,technician,married,secondary,no,806.0,yes,no,unknown,16.0,jun,768.0,-1.0,0.0,unknown,no,10466
21008,57.0,retired,married,secondary,no,663.0,no,no,cellular,14.0,aug,107.0,-1.0,0.0,unknown,no,21008
11076,46.0,retired,divorced,secondary,no,865.0,no,no,unknown,17.0,jun,117.0,-1.0,0.0,unknown,no,11076
31831,21.0,student,single,primary,no,423.0,no,no,cellular,8.0,apr,104.0,-1.0,0.0,unknown,yes,31831
1466,31.0,blue-collar,married,primary,no,68.0,yes,no,unknown,8.0,may,226.0,-1.0,0.0,unknown,no,1466
5743,29.0,services,married,secondary,no,340.0,yes,yes,unknown,26.0,may,297.0,-1.0,0.0,unknown,no,5743
15641,33.0,management,married,tertiary,no,78.0,yes,no,cellular,21.0,jul,856.0,-1.0,0.0,unknown,no,15641
4339,43.0,blue-collar,married,primary,no,1147.0,yes,yes,unknown,19.0,may,112.0,-1.0,0.0,unknown,no,4339
37256,47.0,blue-collar,married,primary,no,-287.0,yes,no,cellular,13.0,may,201.0,348.0,3.0,failure,no,37256
30990,42.0,management,single,tertiary,no,1285.0,yes,no,cellular,9.0,feb,21.0,252.0,4.0,other,no,30990
28804,41.0,unemployed,married,tertiary,no,0.0,no,no,cellular,30.0,jan,81.0,-1.0,0.0,unknown,no,28804
26774,45.0,blue-collar,married,primary,no,5461.0,yes,no,cellular,20.0,nov,841.0,-1.0,0.0,unknown,yes,26774
43042,45.0,management,married,tertiary,no,226.0,yes,no,cellular,15.0,feb,91.0,185.0,6.0,success,yes,43042
22323,41.0,management,married,tertiary,no,15449.0,no,no,cellular,22.0,aug,136.0,-1.0,0.0,unknown,no,22323
35918,36.0,technician,single,tertiary,no,251.0,yes,no,cellular,8.0,may,91.0,-1.0,0.0,unknown,no,35918
36007,42.0,services,married,secondary,no,714.0,yes,yes,cellular,8.0,may,211.0,358.0,5.0,failure,no,36007
19603,38.0,management,divorced,tertiary,no,112.0,yes,no,cellular,7.0,aug,266.0,-1.0,0.0,unknown,no,19603
37171,32.0,blue-collar,single,secondary,no,681.0,no,yes,cellular,13.0,may,589.0,-1.0,0.0,unknown,no,37171
37148,32.0,technician,married,tertiary,no,1503.0,yes,yes,cellular,13.0,may,44.0,278.0,2.0,failure,no,37148
3660,51.0,blue-collar,married,secondary,no,22.0,yes,no,unknown,16.0,may,336.0,-1.0,0.0,unknown,no,3660
38469,33.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,15.0,may,67.0,178.0,3.0,failure,no,38469
8553,39.0,blue-collar,married,secondary,no,203.0,yes,no,unknown,3.0,jun,143.0,-1.0,0.0,unknown,no,8553
37139,35.0,blue-collar,married,secondary,no,323.0,yes,no,cellular,13.0,may,46.0,-1.0,0.0,unknown,no,37139
4352,25.0,blue-collar,married,secondary,no,316.0,yes,yes,unknown,19.0,may,360.0,-1.0,0.0,unknown,no,4352
30617,31.0,management,single,tertiary,no,12857.0,yes,no,cellular,6.0,feb,158.0,92.0,1.0,success,yes,30617
38544,28.0,management,single,tertiary,no,41.0,yes,no,cellular,15.0,may,885.0,352.0,2.0,other,yes,38544
17589,46.0,blue-collar,married,primary,no,564.0,yes,no,cellular,29.0,jul,124.0,-1.0,0.0,unknown,no,17589
22807,34.0,housemaid,single,tertiary,no,43.0,no,no,cellular,25.0,aug,198.0,-1.0,0.0,unknown,no,22807
33460,33.0,management,single,tertiary,no,6807.0,no,no,cellular,20.0,apr,163.0,-1.0,0.0,unknown,yes,33460
3771,39.0,blue-collar,married,primary,no,385.0,yes,no,unknown,16.0,may,225.0,-1.0,0.0,unknown,no,3771
25007,57.0,blue-collar,married,secondary,no,649.0,yes,no,cellular,18.0,nov,122.0,-1.0,0.0,unknown,no,25007
29225,31.0,management,single,tertiary,no,630.0,no,no,cellular,2.0,feb,70.0,-1.0,0.0,unknown,no,29225
41814,62.0,retired,married,tertiary,no,4692.0,yes,no,cellular,15.0,oct,73.0,-1.0,0.0,unknown,no,41814
23552,31.0,admin.,married,secondary,no,23.0,no,no,cellular,28.0,aug,322.0,-1.0,0.0,unknown,no,23552
16722,30.0,admin.,single,secondary,no,2702.0,yes,no,cellular,24.0,jul,129.0,-1.0,0.0,unknown,no,16722
4589,39.0,housemaid,married,tertiary,no,75.0,yes,no,unknown,20.0,may,332.0,-1.0,0.0,unknown,no,4589
37712,29.0,management,single,tertiary,no,21.0,yes,no,cellular,14.0,may,107.0,371.0,3.0,failure,no,37712
4594,38.0,self-employed,married,secondary,no,290.0,yes,no,unknown,20.0,may,369.0,-1.0,0.0,unknown,no,4594
45158,34.0,student,single,unknown,no,2321.0,no,no,cellular,9.0,nov,600.0,99.0,5.0,failure,no,45158
22791,30.0,technician,married,tertiary,no,3418.0,no,no,cellular,25.0,aug,211.0,-1.0,0.0,unknown,no,22791
40024,27.0,admin.,single,secondary,no,1.0,no,no,cellular,3.0,jun,42.0,-1.0,0.0,unknown,no,40024
28095,31.0,services,single,secondary,no,1709.0,no,yes,telephone,28.0,jan,944.0,-1.0,0.0,unknown,yes,28095
23053,37.0,management,single,tertiary,no,9.0,no,no,cellular,26.0,aug,484.0,-1.0,0.0,unknown,no,23053
23723,31.0,technician,single,secondary,no,182.0,no,no,cellular,28.0,aug,52.0,-1.0,0.0,unknown,no,23723
17077,36.0,entrepreneur,single,secondary,no,475.0,no,no,cellular,25.0,jul,141.0,-1.0,0.0,unknown,no,17077
14678,48.0,admin.,married,secondary,no,3064.0,yes,no,telephone,15.0,jul,159.0,-1.0,0.0,unknown,no,14678
19740,30.0,technician,single,secondary,no,0.0,no,no,cellular,7.0,aug,82.0,-1.0,0.0,unknown,no,19740
17505,34.0,blue-collar,married,secondary,no,156.0,yes,no,cellular,29.0,jul,393.0,-1.0,0.0,unknown,no,17505
7706,45.0,admin.,married,secondary,no,820.0,yes,no,unknown,30.0,may,145.0,-1.0,0.0,unknown,no,7706
29846,31.0,self-employed,married,tertiary,no,168.0,no,no,cellular,4.0,feb,193.0,-1.0,0.0,unknown,yes,29846
43649,37.0,management,married,tertiary,no,2283.0,no,no,cellular,6.0,may,243.0,98.0,2.0,failure,yes,43649
24338,54.0,admin.,divorced,secondary,no,7089.0,no,no,telephone,17.0,nov,40.0,-1.0,0.0,unknown,no,24338
