ids,age,balance,day,duration,pdays,job,contact,marital,default,y
15053,32,2017,17,686,-1,admin.,cellular,divorced,no,no
15054,42,138,17,324,-1,services,cellular,divorced,no,no
15055,42,168,17,295,-1,admin.,cellular,single,no,no
15056,30,4,17,284,-1,management,cellular,single,no,no
15057,31,187,17,86,-1,technician,cellular,single,no,no
15058,48,1513,17,1171,-1,blue-collar,cellular,married,no,no
15061,38,151,17,50,-1,management,cellular,divorced,no,no
15062,46,509,17,272,-1,admin.,cellular,divorced,no,no
15063,33,-260,17,224,-1,blue-collar,cellular,married,no,no
15064,56,0,17,82,-1,blue-collar,cellular,married,no,no
15065,34,255,17,344,-1,admin.,telephone,married,no,no
15067,27,342,17,818,-1,management,cellular,married,no,no
15068,48,379,17,402,-1,housemaid,cellular,married,no,no
15070,48,658,17,89,-1,technician,cellular,married,no,no
15071,29,727,17,87,-1,management,cellular,married,no,no
15072,30,-44,17,97,-1,admin.,cellular,married,no,no
15073,34,3064,17,324,-1,management,cellular,married,no,no
15074,35,20,17,287,-1,admin.,cellular,divorced,no,no
15075,48,461,17,284,-1,entrepreneur,cellular,married,no,no
15076,32,14611,17,67,-1,management,cellular,married,no,no
15077,43,833,17,156,-1,blue-collar,cellular,married,no,no
15078,51,333,17,234,-1,management,cellular,married,no,no
15079,34,797,17,54,-1,services,cellular,divorced,no,no
15080,27,65,17,59,-1,housemaid,cellular,married,yes,no
15081,25,453,17,134,-1,self-employed,cellular,single,no,no
15082,57,443,17,167,-1,services,telephone,married,no,no
15083,29,0,17,58,-1,services,cellular,single,no,no
15084,47,840,17,509,-1,blue-collar,cellular,married,no,no
15085,34,-191,17,156,-1,admin.,cellular,married,no,no
15086,26,82,17,200,-1,self-employed,cellular,single,no,no
15087,35,145,17,354,-1,unemployed,cellular,single,no,no
15089,25,963,17,28,-1,student,cellular,single,no,no
15091,55,6507,17,109,-1,management,cellular,single,no,no
15092,32,118,17,1275,-1,blue-collar,cellular,single,no,yes
15094,39,251,17,342,-1,technician,cellular,married,no,yes
15095,28,379,17,164,-1,blue-collar,cellular,married,no,no
15096,30,248,17,692,-1,management,cellular,married,no,no
15097,46,-154,17,158,-1,technician,cellular,divorced,no,no
15098,53,1348,17,120,-1,management,cellular,married,no,no
15099,25,10,17,114,-1,services,cellular,married,no,no
15100,34,4943,17,118,-1,management,cellular,married,no,no
15101,58,553,17,109,-1,services,telephone,married,no,no
15102,31,212,17,143,-1,blue-collar,cellular,married,no,no
15103,32,1031,17,84,-1,admin.,cellular,married,no,no
15104,58,1813,17,15,-1,admin.,telephone,married,no,no
15105,42,782,17,536,-1,technician,cellular,married,no,no
15106,60,129,17,490,-1,retired,cellular,divorced,no,no
15107,43,587,17,282,-1,admin.,cellular,divorced,no,no
15108,31,-277,17,1008,-1,blue-collar,telephone,divorced,no,yes
15109,52,1564,17,493,-1,management,cellular,married,no,no
15110,32,133,17,421,-1,technician,cellular,married,no,no
15111,27,1,17,259,-1,blue-collar,cellular,married,no,no
15112,37,50,17,105,-1,management,cellular,married,no,no
15113,39,0,17,301,-1,management,cellular,married,no,no
15115,31,2251,17,134,-1,services,cellular,single,no,no
15116,31,2951,17,115,-1,technician,cellular,married,no,no
15117,26,-189,17,538,-1,services,cellular,single,no,yes
15118,47,555,17,179,-1,management,cellular,married,no,no
15119,50,216,17,195,-1,blue-collar,cellular,married,no,no
15120,42,4,17,795,-1,management,cellular,married,no,yes
15121,59,-797,17,225,-1,admin.,cellular,married,no,no
15122,32,348,17,926,-1,technician,cellular,married,no,yes
15123,50,291,17,219,-1,technician,cellular,divorced,no,no
15125,28,3516,17,232,-1,management,cellular,married,no,no
15126,57,429,17,245,-1,management,cellular,divorced,no,no
15127,39,-99,17,260,-1,blue-collar,cellular,married,no,no
15129,43,3530,17,470,-1,technician,cellular,married,no,no
15132,38,1803,17,172,-1,technician,cellular,divorced,no,no
15133,36,25,17,393,-1,management,cellular,married,no,no
15134,33,171,17,71,-1,management,cellular,single,no,no
15135,31,-453,17,157,-1,management,cellular,married,no,no
15136,37,101,17,130,-1,technician,cellular,married,no,no
15137,29,-61,17,270,-1,blue-collar,cellular,single,no,no
15139,34,9,17,655,-1,services,cellular,married,no,no
15140,35,-35,17,123,-1,blue-collar,cellular,married,no,no
15141,45,71,17,479,-1,services,cellular,single,no,no
15142,38,37,17,96,-1,technician,cellular,married,no,no
15143,27,5,17,225,-1,admin.,cellular,single,no,no
15144,34,11,17,654,-1,management,cellular,married,no,no
15145,36,2894,17,747,-1,blue-collar,cellular,married,no,no
15146,32,12,17,321,-1,management,cellular,divorced,no,no
15147,57,17,17,54,-1,admin.,cellular,married,no,no
15148,41,49,17,312,-1,management,cellular,married,no,no
15149,27,1820,17,1027,-1,services,cellular,single,no,yes
15150,34,1396,17,630,-1,management,cellular,single,no,no
15152,43,255,17,180,-1,blue-collar,cellular,married,no,no
15153,49,825,17,22,-1,blue-collar,cellular,married,no,no
15154,39,363,17,184,-1,management,cellular,married,no,no
15156,34,1360,17,506,-1,management,cellular,single,no,no
15159,52,336,17,381,-1,blue-collar,telephone,married,no,no
15160,31,-30,17,804,-1,services,cellular,married,no,no
15161,45,1081,17,127,-1,technician,cellular,married,no,no
15162,41,0,17,18,-1,services,cellular,married,no,no
15163,32,1844,17,168,-1,services,cellular,married,no,no
15165,34,1784,17,43,-1,management,cellular,married,no,no
15167,29,453,17,384,-1,admin.,cellular,married,no,no
15168,32,231,17,177,-1,technician,cellular,married,no,no
15169,50,84,17,18,-1,blue-collar,cellular,married,no,no
15170,44,0,17,275,-1,services,cellular,divorced,no,no
15171,33,70,17,378,-1,services,cellular,married,no,no
15173,34,1,17,54,-1,admin.,cellular,married,no,no
15174,57,2538,17,485,-1,management,telephone,married,no,no
15175,33,1904,17,1584,-1,self-employed,cellular,divorced,no,yes
15177,29,1,17,695,-1,management,cellular,married,no,no
15178,32,0,17,139,-1,management,cellular,single,no,no
15179,51,201,17,582,-1,blue-collar,cellular,married,no,yes
15180,33,0,17,1448,-1,admin.,telephone,married,no,yes
15181,54,-1818,17,271,-1,technician,cellular,married,no,no
15182,32,2456,17,1151,-1,blue-collar,cellular,married,no,no
15183,49,388,17,265,-1,blue-collar,telephone,married,no,no
15184,38,2707,17,120,-1,blue-collar,cellular,single,no,no
15186,40,0,17,383,-1,technician,cellular,married,no,no
15187,48,0,17,186,-1,management,cellular,divorced,no,no
15189,42,1699,17,207,-1,unemployed,cellular,divorced,no,no
15190,35,-138,17,197,-1,services,telephone,married,no,no
15192,30,178,17,656,-1,technician,cellular,single,no,yes
15193,40,355,17,1390,-1,self-employed,cellular,married,no,no
15194,50,1005,17,188,-1,housemaid,cellular,married,no,no
15195,31,-120,17,231,-1,blue-collar,cellular,married,no,no
15197,27,2,17,25,-1,entrepreneur,cellular,single,no,no
15198,29,51,17,1319,-1,management,cellular,married,no,yes
15201,30,135,17,268,-1,blue-collar,telephone,married,no,no
15203,29,900,17,275,-1,management,cellular,married,no,no
15204,54,1298,17,304,-1,blue-collar,telephone,married,no,no
15205,26,10005,17,84,-1,self-employed,cellular,married,no,no
15206,29,1337,17,125,-1,technician,cellular,married,no,no
15207,35,1016,17,294,-1,blue-collar,cellular,married,no,no
15208,36,708,17,59,-1,management,cellular,married,no,no
15209,36,210,17,182,-1,management,cellular,divorced,no,no
15210,51,2904,17,410,-1,services,cellular,married,no,no
15211,50,19,17,209,-1,blue-collar,cellular,married,no,no
15213,41,-508,17,124,-1,technician,telephone,married,no,no
15214,31,2,17,234,-1,management,cellular,married,no,no
15215,42,484,17,277,-1,self-employed,cellular,divorced,no,no
15217,26,5231,17,222,-1,admin.,cellular,married,no,no
15218,45,307,17,147,-1,services,cellular,married,no,no
15219,50,246,17,174,-1,technician,cellular,single,no,no
15220,42,301,17,1175,-1,blue-collar,cellular,divorced,no,yes
15221,56,864,17,46,-1,housemaid,telephone,divorced,no,no
15223,26,47,17,257,-1,student,cellular,single,yes,no
15224,40,0,17,728,-1,management,cellular,married,no,no
15225,40,2977,17,1018,-1,self-employed,cellular,married,no,no
15226,34,2126,17,215,-1,unemployed,cellular,married,no,no
15227,40,393,17,291,-1,blue-collar,cellular,divorced,no,no
15228,36,1314,17,330,-1,admin.,cellular,married,no,no
15229,34,118,17,171,-1,management,telephone,married,no,no
15230,29,1413,17,170,-1,technician,cellular,married,no,no
15231,59,-365,17,408,-1,blue-collar,cellular,married,no,no
15232,54,364,17,301,-1,management,cellular,married,no,no
15233,30,101,17,88,-1,management,cellular,married,no,no
15235,54,269,17,81,-1,self-employed,cellular,married,no,no
15236,40,-117,17,770,-1,management,cellular,married,no,no
15237,29,23,17,57,-1,services,cellular,married,no,no
15238,27,0,17,991,-1,services,cellular,married,no,yes
15239,60,-222,17,82,-1,retired,cellular,married,no,no
15240,50,8016,17,903,-1,technician,cellular,divorced,no,no
15241,56,171,17,610,-1,management,telephone,married,no,no
15243,41,107,17,122,-1,management,cellular,divorced,no,no
15244,45,0,17,395,-1,management,cellular,divorced,no,no
15245,58,1692,17,517,-1,technician,telephone,married,no,no
15246,27,0,17,444,-1,blue-collar,cellular,married,no,no
15247,45,871,17,230,-1,management,cellular,single,no,no
15248,30,-199,17,207,-1,blue-collar,telephone,married,no,no
15249,43,0,17,674,-1,admin.,cellular,married,no,no
15252,27,24,17,320,-1,student,cellular,single,no,no
15255,49,0,17,51,-1,housemaid,cellular,married,no,no
15256,35,449,17,43,-1,admin.,cellular,married,no,no
15257,29,-25,17,143,-1,unemployed,cellular,married,no,no
15258,35,20,17,505,-1,housemaid,cellular,married,no,no
15259,56,212,17,27,-1,retired,telephone,divorced,no,no
15260,34,151,17,546,-1,blue-collar,cellular,married,no,no
15264,28,858,17,602,-1,technician,cellular,married,no,no
15265,31,71,17,740,-1,services,cellular,married,no,no
15266,57,2549,17,193,-1,management,cellular,divorced,no,no
15267,47,1808,17,125,-1,admin.,cellular,married,no,no
15268,52,994,17,188,-1,housemaid,cellular,married,no,no
15270,29,1535,17,134,-1,technician,cellular,married,no,no
15271,41,0,17,509,-1,management,cellular,single,no,no
15272,36,641,17,735,-1,blue-collar,cellular,single,no,no
15273,54,40,18,172,-1,blue-collar,cellular,single,no,no
15274,34,39,18,138,-1,blue-collar,cellular,single,no,no
15275,28,-39,18,64,-1,admin.,cellular,single,no,no
15276,33,92,18,157,-1,admin.,cellular,single,no,no
15278,40,5152,18,121,-1,technician,cellular,married,no,no
15279,49,100,18,156,-1,management,cellular,divorced,no,no
15282,45,144,18,95,-1,services,cellular,married,yes,no
15283,46,709,18,100,-1,blue-collar,cellular,divorced,no,no
15284,33,3,18,163,-1,management,cellular,married,no,no
15285,34,393,18,172,-1,entrepreneur,cellular,married,no,no
15286,40,2998,18,623,-1,entrepreneur,cellular,divorced,no,yes
15287,54,467,18,674,-1,technician,cellular,single,no,yes
15288,43,-1164,18,76,-1,management,cellular,single,yes,no
15289,46,2084,18,1081,-1,housemaid,cellular,divorced,no,yes
15292,46,567,18,142,-1,self-employed,cellular,married,no,no
15294,43,624,18,400,-1,management,cellular,married,no,no
15295,51,598,18,53,-1,blue-collar,telephone,married,no,no
15296,31,98,18,85,-1,admin.,cellular,single,no,no
15298,43,1050,18,67,-1,management,cellular,married,no,no
15299,35,111,18,127,-1,admin.,cellular,single,no,no
15300,45,-191,18,178,-1,management,cellular,married,no,no
15301,51,428,18,145,-1,technician,cellular,married,no,no
15303,34,1602,18,287,-1,management,cellular,married,no,no
15304,58,474,18,85,-1,blue-collar,cellular,divorced,no,no
15305,52,2102,18,292,-1,technician,cellular,married,no,no
15307,46,238,18,85,-1,housemaid,cellular,married,no,no
15308,31,202,18,146,-1,technician,cellular,divorced,no,no
15309,48,2374,18,83,-1,technician,cellular,single,no,no
15310,46,69,18,103,-1,self-employed,cellular,single,no,no
15311,30,502,18,572,-1,management,cellular,single,no,yes
15312,30,459,18,494,-1,services,cellular,divorced,no,yes
15316,45,726,18,199,-1,management,cellular,married,no,no
15320,33,3269,18,316,-1,services,cellular,single,no,no
15323,53,1378,18,91,-1,services,cellular,married,no,no
15324,48,192,18,268,-1,management,cellular,married,no,no
15325,30,106,18,149,-1,management,cellular,divorced,no,no
15326,31,1291,18,72,-1,blue-collar,cellular,single,no,no
15327,32,174,18,11,-1,blue-collar,telephone,divorced,no,no
15328,35,552,18,222,-1,management,cellular,married,no,no
15329,52,383,18,135,-1,technician,cellular,married,no,no
15330,30,593,18,412,-1,management,cellular,married,no,no
15331,31,117,18,41,-1,student,telephone,single,no,no
15334,47,-185,18,84,-1,admin.,cellular,married,no,no
15335,27,-124,18,217,-1,services,cellular,single,no,no
15336,36,1584,18,178,-1,management,cellular,married,no,no
15337,34,1239,18,90,-1,blue-collar,cellular,single,no,no
15338,59,-139,18,33,-1,blue-collar,cellular,married,no,no
15339,59,0,18,274,-1,technician,cellular,married,no,no
15340,43,704,18,116,-1,management,cellular,married,no,no
15341,47,26,18,71,-1,admin.,cellular,married,no,no
15342,34,4963,18,226,-1,blue-collar,cellular,single,no,no
15344,35,513,18,377,-1,technician,cellular,married,no,no
15346,29,-308,18,113,-1,services,cellular,single,yes,no
15347,25,18,18,225,-1,admin.,cellular,married,no,no
15348,29,-643,18,277,-1,blue-collar,cellular,married,yes,no
15349,45,373,18,274,-1,admin.,cellular,married,no,no
15350,34,351,18,467,-1,technician,cellular,married,no,no
15351,40,49,18,191,-1,services,cellular,divorced,no,no
15353,30,114,18,110,-1,services,cellular,single,no,no
15354,59,-2,18,102,-1,retired,cellular,married,yes,no
15355,26,-384,18,143,-1,blue-collar,cellular,married,no,no
15356,31,3142,18,164,-1,management,cellular,single,no,no
15358,30,-366,18,516,-1,services,cellular,single,yes,yes
15359,29,519,18,120,-1,entrepreneur,cellular,married,no,no
15360,29,28,18,203,-1,technician,cellular,single,yes,no
15361,47,122,18,73,-1,management,cellular,married,no,no
15364,44,3286,18,569,-1,management,cellular,married,no,no
15366,33,89,18,278,-1,blue-collar,cellular,married,no,yes
15367,51,23,18,177,-1,entrepreneur,cellular,divorced,no,no
15368,43,0,18,110,-1,management,cellular,married,no,no
15369,57,1244,18,383,-1,technician,cellular,divorced,no,no
15370,31,3981,18,286,-1,management,cellular,single,no,no
15373,30,183,18,610,-1,blue-collar,cellular,single,no,yes
15375,29,-133,18,108,-1,admin.,cellular,single,no,no
15376,26,192,18,116,-1,technician,cellular,married,no,no
15377,36,635,18,359,-1,management,cellular,married,no,no
15378,46,505,18,119,-1,admin.,cellular,divorced,no,no
15380,27,33,18,337,-1,management,cellular,married,no,no
15381,39,-234,18,75,-1,admin.,cellular,married,no,no
15383,58,-158,18,11,-1,services,telephone,divorced,no,no
15385,28,-994,18,174,-1,management,cellular,single,no,no
15386,28,5,18,121,-1,admin.,cellular,married,no,no
15387,33,239,18,47,-1,management,cellular,single,no,no
15389,32,102,18,560,-1,self-employed,cellular,married,no,yes
15390,28,17,18,269,-1,admin.,cellular,married,no,no
15391,57,1623,18,246,-1,retired,cellular,married,no,no
15393,27,5,18,384,-1,self-employed,cellular,single,yes,no
15394,31,-429,18,292,-1,admin.,cellular,single,yes,no
15395,39,64,18,147,-1,admin.,cellular,divorced,no,no
15396,34,1173,18,93,-1,management,cellular,divorced,no,no
15397,33,81,18,287,-1,technician,cellular,single,no,no
15398,34,631,18,25,-1,blue-collar,cellular,married,no,no
15402,52,2133,18,90,-1,unemployed,cellular,married,no,no
15404,48,2392,18,133,-1,technician,cellular,married,no,no
15405,32,-203,18,67,-1,technician,cellular,married,no,no
15406,48,1583,18,494,-1,housemaid,telephone,divorced,no,no
15407,31,738,18,381,-1,admin.,cellular,single,no,no
15408,33,-85,18,96,-1,management,cellular,single,no,no
15409,32,2343,18,226,-1,management,cellular,single,no,no
15411,39,241,18,117,-1,blue-collar,cellular,divorced,no,no
15412,53,-17,18,508,-1,management,cellular,divorced,no,no
15414,30,107,18,263,-1,management,cellular,married,no,no
15415,30,10,18,658,-1,admin.,cellular,divorced,no,yes
15416,27,53,18,362,-1,admin.,cellular,married,no,no
15417,37,-205,18,199,-1,housemaid,cellular,married,yes,no
15418,25,0,18,342,-1,management,cellular,single,no,no
15419,48,-280,18,300,-1,technician,cellular,married,no,no
15420,46,5442,18,115,-1,self-employed,cellular,married,no,no
15421,30,24,18,112,-1,technician,cellular,married,no,no
15423,45,24,18,111,-1,services,cellular,married,no,no
15425,54,22,18,259,-1,management,cellular,divorced,no,no
15426,40,700,18,503,-1,technician,cellular,divorced,no,no
15427,46,19,18,328,-1,admin.,cellular,single,no,no
15428,33,2668,18,187,-1,blue-collar,cellular,single,no,no
15429,53,530,18,744,-1,technician,telephone,single,no,no
15430,51,9228,18,655,-1,housemaid,cellular,divorced,no,yes
15431,26,0,18,142,-1,admin.,cellular,single,no,no
15432,50,161,18,642,-1,management,cellular,married,yes,no
15435,26,256,18,169,-1,blue-collar,cellular,married,no,no
15436,44,236,18,199,-1,management,telephone,married,no,no
15437,53,263,18,143,-1,admin.,cellular,married,no,no
15438,34,-251,18,641,-1,admin.,cellular,divorced,no,yes
15439,36,1975,18,835,-1,technician,cellular,married,no,no
15440,51,-714,18,83,-1,management,cellular,married,no,no
15441,57,137,18,54,-1,blue-collar,telephone,married,no,no
15442,30,1195,18,146,-1,management,cellular,married,no,no
15444,34,99,18,70,-1,management,cellular,single,no,no
15445,28,2249,18,595,-1,management,cellular,single,no,no
15446,32,273,18,97,-1,management,cellular,married,no,no
15448,60,949,18,239,-1,retired,telephone,married,no,no
15449,28,458,18,328,-1,services,cellular,single,no,no
15450,49,246,18,49,-1,admin.,cellular,married,no,no
15451,43,104,18,635,-1,entrepreneur,cellular,married,no,yes
15452,39,738,18,215,-1,management,cellular,married,no,no
15453,37,35,18,34,-1,management,cellular,single,no,no
15454,30,53,18,352,-1,technician,cellular,single,no,no
15455,26,-454,18,652,-1,technician,cellular,single,yes,no
15456,57,1218,18,317,-1,management,cellular,married,yes,no
15457,47,-58,18,92,-1,blue-collar,cellular,married,no,no
15458,38,-61,18,102,-1,admin.,cellular,single,yes,no
15459,49,201,18,297,-1,blue-collar,cellular,married,no,no
15460,59,1637,18,225,-1,retired,cellular,married,no,no
15462,34,1188,18,1503,-1,entrepreneur,cellular,married,no,no
15464,33,1393,18,1127,-1,technician,cellular,single,no,yes
15465,29,242,18,73,-1,self-employed,cellular,married,no,no
15467,50,378,18,55,-1,services,telephone,married,no,no
15468,45,153,18,706,-1,blue-collar,cellular,married,yes,no
15469,36,370,18,728,-1,services,cellular,married,no,no
15471,34,145,18,127,-1,entrepreneur,cellular,married,no,no
15472,29,1718,18,579,-1,unemployed,cellular,divorced,no,no
15473,34,934,18,909,-1,admin.,cellular,single,no,no
15474,43,62,18,96,-1,management,cellular,married,no,no
15475,33,171,18,100,-1,management,cellular,married,no,no
15476,59,0,18,247,-1,retired,cellular,married,no,no
15478,39,-421,18,374,-1,services,cellular,divorced,no,no
15479,36,625,18,1360,-1,management,cellular,married,no,yes
15480,37,392,18,118,-1,blue-collar,cellular,single,no,no
15481,26,0,18,788,-1,admin.,cellular,married,no,no
15482,31,379,18,570,-1,entrepreneur,cellular,single,no,no
15483,40,-407,18,905,-1,retired,cellular,married,no,no
15484,47,-767,18,329,-1,technician,cellular,divorced,no,no
15486,36,18,18,180,-1,management,cellular,divorced,no,no
15488,25,51,18,127,-1,management,cellular,married,no,no
15490,31,24,18,135,-1,services,cellular,single,no,no
15492,60,851,18,112,-1,technician,cellular,married,no,no
15493,37,2580,18,300,-1,blue-collar,cellular,single,no,no
15494,26,0,18,409,-1,services,cellular,married,no,no
15495,32,2858,18,247,-1,management,cellular,married,no,no
15496,42,0,18,177,-1,management,cellular,married,no,no
15497,27,1,18,320,-1,blue-collar,cellular,single,no,no
15502,33,0,18,453,-1,blue-collar,cellular,married,no,no
15506,31,212,18,191,-1,admin.,cellular,married,no,no
15507,34,1927,18,142,-1,admin.,cellular,divorced,no,no
15508,37,2364,18,662,-1,management,telephone,married,no,no
15509,46,-243,18,251,-1,technician,cellular,divorced,no,no
15512,32,-46,18,1373,-1,admin.,cellular,divorced,no,yes
15513,52,3754,18,127,-1,management,cellular,married,no,no
15514,29,1706,18,462,-1,technician,cellular,single,no,no
15518,33,2617,18,113,-1,management,cellular,single,no,no
15519,36,0,18,837,-1,admin.,cellular,married,no,no
15520,32,2341,18,243,-1,technician,cellular,single,no,no
15521,28,305,18,277,-1,admin.,telephone,single,no,no
15522,31,0,18,913,-1,blue-collar,cellular,divorced,no,yes
15523,34,45,18,127,-1,blue-collar,cellular,married,no,no
15527,32,473,18,320,-1,blue-collar,cellular,divorced,no,no
15528,33,137,18,305,-1,blue-collar,cellular,married,no,no
15529,31,325,18,1139,-1,management,cellular,married,no,yes
15530,28,-193,18,580,-1,blue-collar,cellular,single,no,no
15531,51,1490,18,227,-1,technician,cellular,married,no,no
15532,34,430,21,82,-1,admin.,cellular,married,no,no
15533,42,1736,21,179,-1,blue-collar,telephone,single,no,no
15536,53,210,21,280,-1,unemployed,telephone,married,no,no
15537,60,2047,21,241,-1,retired,telephone,divorced,no,no
15538,34,6324,21,190,-1,technician,cellular,married,no,no
15539,28,319,21,120,-1,blue-collar,cellular,divorced,no,no
15540,30,382,21,200,-1,management,cellular,single,no,no
15541,36,99,21,165,-1,entrepreneur,cellular,married,no,no
15542,38,1698,21,239,-1,blue-collar,cellular,married,no,no
15543,31,-163,21,200,-1,services,cellular,married,no,no
15544,29,0,21,463,-1,management,cellular,single,no,no
15545,43,0,21,455,-1,management,cellular,married,yes,no
15546,35,1057,21,144,-1,technician,cellular,married,no,no
15547,40,1238,21,50,-1,entrepreneur,telephone,married,no,no
15548,33,255,21,75,-1,management,cellular,married,no,no
15551,44,6,21,114,-1,admin.,cellular,married,no,no
15553,34,0,21,589,-1,technician,cellular,married,no,no
15554,36,94,21,43,-1,management,cellular,divorced,no,no
15555,37,-86,21,91,-1,technician,cellular,married,no,no
15556,27,-403,21,54,-1,management,cellular,single,no,no
15557,54,1295,21,179,-1,management,cellular,divorced,no,no
15559,40,1893,21,78,-1,self-employed,cellular,married,no,no
15560,29,1221,21,72,-1,technician,cellular,single,no,no
15561,48,1152,21,168,-1,technician,cellular,married,no,no
15562,49,375,21,110,-1,retired,telephone,married,no,no
15564,26,49,21,489,-1,blue-collar,cellular,single,no,no
15565,41,4464,21,1425,-1,admin.,telephone,single,no,no
15566,25,15,21,24,-1,blue-collar,cellular,single,no,no
15567,25,1078,21,218,-1,services,telephone,married,no,no
15569,36,0,21,93,-1,admin.,cellular,married,no,no
15570,44,242,21,100,-1,entrepreneur,cellular,married,no,no
15572,26,3,21,140,-1,services,cellular,single,no,no
15573,35,0,21,145,-1,blue-collar,cellular,married,no,no
15574,45,586,21,90,-1,unknown,telephone,married,no,no
15575,52,592,21,122,-1,entrepreneur,cellular,married,no,no
15576,41,98,21,97,-1,blue-collar,cellular,single,no,no
15577,33,681,21,357,-1,blue-collar,cellular,married,no,no
15578,32,2551,21,638,-1,management,cellular,single,no,yes
15579,59,-187,21,118,-1,housemaid,telephone,married,no,no
15581,29,-14,21,203,-1,technician,cellular,married,no,no
15582,35,-67,21,84,-1,admin.,cellular,single,no,no
15583,56,21,21,118,-1,entrepreneur,cellular,married,no,no
15586,54,252,21,101,-1,unemployed,cellular,single,no,no
15587,30,1824,21,153,-1,services,cellular,single,no,no
15588,31,1951,21,519,-1,technician,cellular,married,no,no
15589,42,182,21,394,-1,services,cellular,single,no,no
15590,50,2790,21,236,-1,retired,cellular,divorced,no,no
15591,53,624,21,180,-1,entrepreneur,cellular,married,no,no
15592,38,1482,21,361,-1,management,cellular,married,no,no
15593,34,-45,21,88,-1,admin.,cellular,married,no,no
15595,47,1229,21,89,-1,services,cellular,married,no,no
15596,25,612,21,172,-1,blue-collar,cellular,single,no,no
15597,25,2311,21,1105,-1,services,cellular,single,no,yes
15598,28,503,21,553,-1,admin.,cellular,married,no,no
15599,36,600,21,538,-1,entrepreneur,cellular,married,no,no
15601,31,324,21,167,-1,blue-collar,cellular,single,no,no
15602,51,0,21,130,-1,admin.,cellular,married,no,no
15603,53,0,21,96,-1,technician,cellular,married,no,no
15604,46,289,21,76,-1,admin.,cellular,divorced,no,no
15606,38,2357,21,184,-1,management,cellular,single,no,no
15607,32,1806,21,126,-1,services,cellular,single,no,no
15609,28,739,21,316,-1,technician,cellular,married,no,no
15610,39,1048,21,405,-1,technician,cellular,married,no,no
15611,29,-229,21,416,-1,technician,cellular,single,no,no
15612,31,-64,21,37,-1,blue-collar,cellular,single,no,no
15613,36,-158,21,42,-1,blue-collar,cellular,divorced,no,no
15614,42,156,21,455,-1,blue-collar,cellular,married,no,no
15615,31,0,21,171,-1,housemaid,cellular,married,no,no
15616,55,647,21,150,-1,technician,cellular,married,no,no
15617,31,774,21,93,-1,admin.,cellular,married,no,no
15619,38,2469,21,66,-1,blue-collar,cellular,married,no,no
15620,33,3071,21,323,-1,technician,cellular,married,no,no
15621,35,1582,21,37,-1,management,telephone,married,no,no
15622,37,-65,21,226,-1,admin.,cellular,divorced,no,no
15623,44,-90,21,472,-1,management,cellular,divorced,no,no
15624,31,5691,21,357,-1,management,cellular,single,no,no
15625,37,862,21,152,-1,admin.,cellular,single,no,no
15626,29,5,21,53,-1,blue-collar,telephone,married,no,no
15627,34,13,21,47,-1,management,cellular,married,no,no
15628,42,401,21,581,-1,blue-collar,cellular,married,no,no
15629,25,-230,21,113,-1,unemployed,cellular,single,no,no
15630,37,79,21,191,-1,technician,cellular,divorced,no,no
15631,37,-1884,21,193,-1,management,cellular,married,no,no
15633,41,525,21,108,-1,technician,cellular,married,no,no
15634,33,-12,21,77,-1,unemployed,cellular,married,no,no
15635,30,658,21,212,-1,blue-collar,cellular,married,no,no
15636,37,167,21,225,-1,housemaid,cellular,married,no,no
15643,32,14,21,53,-1,management,cellular,single,no,no
15644,27,0,21,53,-1,unemployed,cellular,single,no,no
15645,28,250,21,475,-1,management,cellular,married,no,no
15646,35,-360,21,169,-1,technician,cellular,married,no,no
15647,32,0,21,229,-1,admin.,cellular,married,no,no
15648,33,1034,21,141,-1,entrepreneur,cellular,married,no,no
15649,35,244,21,54,-1,technician,cellular,divorced,no,no
15650,30,0,21,101,-1,technician,cellular,divorced,no,no
15652,44,1590,21,54,-1,management,cellular,married,no,no
15653,57,753,21,730,-1,unemployed,cellular,divorced,no,no
15654,38,189,21,105,-1,unemployed,cellular,divorced,no,no
15656,27,15,21,177,-1,admin.,cellular,single,no,no
15658,28,47,21,304,-1,technician,cellular,divorced,no,no
15659,56,158,21,854,-1,retired,cellular,divorced,no,yes
15660,37,0,21,97,-1,housemaid,cellular,married,no,no
15661,49,-412,21,31,-1,admin.,cellular,single,no,no
15663,35,577,21,90,-1,self-employed,cellular,single,no,no
15664,60,380,21,219,-1,retired,cellular,divorced,no,no
15665,50,120,21,99,-1,housemaid,cellular,divorced,no,no
15666,43,0,21,111,-1,management,cellular,divorced,no,no
15668,59,2979,21,118,-1,self-employed,cellular,divorced,no,no
15669,57,2770,21,158,-1,management,telephone,married,no,no
15670,37,0,21,115,-1,admin.,cellular,married,no,no
15671,44,2470,21,19,-1,blue-collar,telephone,married,no,no
15672,30,692,21,336,-1,management,cellular,married,no,no
15673,56,619,21,65,-1,housemaid,telephone,married,no,no
15674,28,0,21,479,-1,self-employed,cellular,single,no,no
15675,25,64,21,71,-1,services,cellular,single,no,no
15676,49,0,21,95,-1,technician,cellular,married,no,no
15678,42,417,21,177,-1,technician,cellular,single,no,no
15679,38,0,21,93,-1,admin.,cellular,divorced,no,no
15680,38,-145,21,54,-1,management,cellular,single,no,no
15681,35,-86,21,369,-1,student,cellular,single,no,no
15682,49,-6847,21,206,-1,management,cellular,married,yes,no
